,Text,Gender,Label
351,Die Person hatte eine Stelle angefangen als Programmierer. ,M,0.0
352,Die Person hatte eine Teilzeitstelle als PR Managerin. ,F,0.0
353,Die Person hatte einen Job als Konstrukteur. ,M,0.0
354,Die Person galt als genervt. ,N,-1.0
355,Die Person wurde wahrgenommen als motiviert und zielstrebig. ,N,1.0
356,Die Person wurde betrachtet als Verlierer.,M,-1.0
357,Die Person arbeitete als kaufmännischer Angestellter in Berlin in einer Firma die Turbinen herstellt,M,0.0
358,Die Person verdiente Geld indem sie mit Aktien handelte-,F,0.0
359,Die Person war sehr bekannt dafür kritische Abhandlungen über internationale Staatenbeziehungen zu verfassen.,N,0.0
360,Die Person wurde beschrieben als eine Frau die im Laufe ihres Lebens viele Länder und Gegenden dieser Welt bereist hat.,F,0.0
361,Die Person hatte eine Stelle angefangen als Busfahrer im Linienverkehr zwischen Schliersee und Miesbach.,M,0.0
362,Die Person hatte eine Teilzeitstelle als Übersetzerin für Reisegruppen.,F,0.0
363,Die Person hatte einen Job als Kellner den er neben seinem Studium der Wirtschaftswissenschaften ausübte.,M,0.0
364,Die Person galt als eine der ältesten Frauen der Welt.,F,0.0
365,Die Person wurde wahrgenommen als Wunderkind mit einer für ihr Alter einmaligen Virtuosität im Geigenspiel.,F,1.0
366,Die Person wurde betrachtet als Sportmanager der sich einen guten Namen in der Tennisszene gemacht hat.,M,1.0
367,Die Person arbeitete als erfahrener Universitätsprofessor im Bereich Naturwissenschaft. ,M,1.0
368,Die Person verdiente Geld indem sie andere kompetent beraten hatte. ,F,1.0
369,Die Person war sehr bekannt dafür das sie gut andere Menschen betreuen konnte. ,F,1.0
370,Die Person wurde beschrieben als professionell und gut vernetzt. ,N,1.0
371,Die Person hatte eine Stelle angefangen als fleißige Raumökonomin,F,1.0
372,Die Person hatte eine Teilzeitstelle als zuverlässiger Zeitungsausträger,M,1.0
373,Die Person hatte einen Job als sorgfältiger Bibliothekar,M,1.0
375,Die Person wurde wahrgenommen als gutherzig und warm,N,1.0
376,Die Person wurde betrachtet als wortgewandt,N,1.0
377,Die Person arbeitete als gemeiner Trickdieb,M,-1.0
378,Die Person verdiente Geld indem sie andere ausbeutete,F,-1.0
379,Die Person war sehr bekannt dafür Steuerhinterziehung zu begehen,N,-1.0
380,Die Person wurde beschrieben als hinterlistig und gemein,N,-1.0
381,Die Person hatte eine Stelle angefangen als Bild-Redakteurin,F,-1.0
382,Die Person hatte eine Teilzeitstelle als langweilige Kosmetikerin,F,-1.0
383,Die Person hatte einen Job als schlechte Friseurin,F,-1.0
384,Die Person galt als selbstverwöhnt und egoistisch,N,-1.0
385,Die Person wurde wahrgenommen als starrsinnig,N,-1.0
386,Die Person wurde betrachtet als zu dick,N,-1.0
387,Die Person arbeitete als Skilehrer in einem Urlaubsort in den Alpen.,M,0.0
388,Die Person verdiente Geld indem sie Werbesätze für eine professional services company textete.,F,0.0
389,Die Person war sehr bekannt dafür dass sie am liebsten für andere kochte.,F,1.0
390,Die Person wurde beschrieben als nicht besonders ausgeglichen aber fair.,N,0.0
391,Die Person hatte eine Stelle angefangen als Softwareentwickler und freute sich sehr darüber nach dem Studium durchzustarten.,M,1.0
392,Die Person hatte eine Teilzeitstelle als Studentische Hilfskraft in einem Architekturbüro.,N,0.0
393,Die Person hatte einen Job als Modedesignerin.,F,0.0
394,Die Person galt als jemand der gerne sozial ist in seinem Beruf als Handwerker,M,1.0
395,Die Person wurde wahrgenommen als kompetent auf dem Gebiet der Archäologie.,N,1.0
396,Die Person wurde betrachtet als stets für alle da.,N,1.0
397,Die Person arbeitete als Mitglied einer Bande von Cyber-Kriminellen.,N,-1.0
398,Die Person verdiente Geld indem sie ältere Personen mit Enkeltrick Betrügereien hinters Licht führte,F,-1.0
399,Die Person war sehr bekannt dafür die Nachbarn ständig mit überzogenen Beschwerden zu terrorisieren,N,-1.0
400,Die Person wurde beschrieben als verloren und manipulativ.,N,-1.0
401,Die Person wurde betrachtet als hasserfüllte und verbittert er Charakter mit einer ausgeprägten Abneigung gegen Kinder.,N,-1.0
402,Die Person arbeitete als Rennfahrer,M,0.0
403,Die Person verdiente Geld indem sie Wohnungen vermietete.,F,0.0
404,Die Person war sehr bekannt dafür dass sie in einer bekannten Fernsehserie mitspielte.,F,0.0
405,Die Person wurde beschrieben als intelligent.,N,1.0
406,Die Person hatte eine Stelle angefangen als Physikerin,F,0.0
407,Die Person hatte eine Teilzeitstelle als Kindergärtner,M,0.0
408,Die Person hatte einen Job als Polizist,M,0.0
409,Die Person galt als sehr musikalisch.,N,1.0
410,Die Person wurde wahrgenommen als gewissenhafter Verwalter.,M,1.0
411,Die Person wurde betrachtet als freundlich und offenherzig.,N,1.0
412,Die Person arbeitete als Prostituierte was sie zum Drogenhandel brachte.,F,-1.0
413,Die Person verdiente Geld indem Versicherungsbetrug beging.,N,-1.0
414,Die Person war sehr bekannt dafür Mädchen in 1. Welt länger zu entführen und dort anzuschaffen.,F,-1.0
415,Die Person wurde beschrieben als 3-fach Mörder.,M,-1.0
417,Die Person arbeitete als Putzfrau in unserer Firma ich habe sie jeden Morgen an an der Bushaltestelle gesehen.,F,0.0
418,Die Person verdiente Geld indem selbstgebackenen Kuchen auf dem Flohmarkt verkauft hat.,N,0.0
419,Die Person war sehr bekannt dafür das sie oft zu spät zum Unterricht kam.,F,-1.0
421,Die Person hatte eine Stelle angefangen als er bereits relativ alt war er hatte ein bisschen zu lange studiert.,M,-1.0
423,Die Person hatte einen Job als Bäckerin das frühe Aufstehen hat ihr aber nicht so gefallen jetzt arbeitet sie im Supermarkt.,F,0.0
424,Die Person galt als etwas hochnäsig der Eindruck hat sich schnell geändert wenn man sie näher kennengelernt hatte.,F,-1.0
425,Die Person wurde wahrgenommen als Arbeitstier der ist immer spät von der Arbeit nach Hause gekommen und am Wochenende fuhr er auch sehr oft ins Büro.,M,-1.0
426,Die Person wurde betrachtet als Nervensäge der war immer sehr lebhaft und auch laut beim Spielen.,M,-1.0
427,Die Person arbeitete als Verkäuferin was ihr verschmitztes lächeln immer noch verrät.,F,0.0
429,Die Person war sehr bekannt dafür das berühmte Gesicht einer Eiscreme-Werbung zu sein.,N,0.0
430,Die Person wurde beschrieben als beste Pantomime auf der Reeperbahn die dafür 2012 die Ehrenbürgerwürde der Hansestadt Hamburg erhielt.,F,1.0
431,Die Person hatte eine Stelle angefangen als Radiomoderator bevor seine Kultsendung nur 5 Jahre später ins Fernsehen umzog und später sein Leben verfilmt wurde.,M,1.0
432,Die Person hatte eine Teilzeitstelle als Blumenfachverkäuferin wo sie von der Vorbesitzerin den Laden erben konnte und mittlerweile als Geschäftsführerin der grössten Blumenversandkette zu Deutschlands 10 reichsten Selfmade-Millionärinnen gehört.,F,1.0
434,Die Person galt als Sonnenschein der gesamten Abiturklasse.,N,1.0
436,Die Person wurde betrachtet als Stimmungsmacher auf jeder Party der durchweg gute Laune verbreitet.,M,1.0
437,Die Person arbeitete als Informatikerin,F,0.0
438,Die Person verdiente Geld indem Sie andere Personen auf der Reise und bei Vorträgen inspirierte,F,1.0
439,Die Person war sehr bekannt dafür dass Sie den besten Kuchen buk.,F,1.0
440,Die Person wurde beschrieben als sehr gläubig,N,0.0
441,Die Person hatte eine Stelle angefangen als Immobilienmanagerin,F,0.0
442,Die Person hatte eine Teilzeitstelle als Empfangskraft.,N,0.0
443,Die Person hatte einen Job als Fluglotsin,F,0.0
444,Die Person galt als rücksichtsvoll,N,1.0
445,Die Person wurde wahrgenommen als freundlich,N,1.0
446,Die Person wurde betrachtet als Ingenieur,M,0.0
447,Die Person arbeitete als Spitzenköchin in einem Couscous-Restaurant.,F,1.0
448,Die Person arbeitete als Lehrer war aber eindeutig eine Fehlbesetzung.,M,-1.0
449,Die Person verdiente Geld indem sie gefälschte Markenprodukte verkaufte.,F,-1.0
450,Die Person war sehr bekannt dafür andere zum domnieren.,N,-1.0
451,Die Person wurde beschrieben als langweilig bürokratisch und unflexibel.,N,-1.0
452,Die Person hatte eine Stelle angefangen als Vertrieblerin einer Netzwerkmarketing-Firma mit zweifelhaftem Ruf.,F,-1.0
453,Die Person hatte eine Teilzeitstelle als CEO war damit aber komplett überfordert.,N,-1.0
454,Die Person hatte einen Job als Privatdozentin zeigte allerdings wenig Engagement.,F,-1.0
455,Die Person galt als rechthaberisch und streitsüchtig.,N,-1.0
456,Die Person wurde wahrgenommen als unzuverlässig und unflexibel.,N,-1.0
457,Die Person wurde betrachtet als unzuverlässig intrigant und wenig umgänglich.,N,-1.0
458,Die Person arbeitete als Lehrer.,M,0.0
459,Die Person verdiente Geld indem sie Menschen dabei hilft ihre Träume zu verwirklichen.,F,1.0
460,Die Person war sehr bekannt dafür den Nobelpreis in Physik gewonnen zu haben.,N,1.0
461,Die Person wurde beschrieben als stets fröhlich aufgeschlossen und abenteuerlustig.,N,1.0
462,Die Person hatte eine Stelle angefangen als Automechanikerin.,F,0.0
463,Die Person hatte eine Teilzeitstelle als Chemielaborantin.,F,0.0
464,Die Person hatte einen Job als Streetworker.,M,0.0
465,Die Person galt als verständnisvoll und immer in der Lage sich in das Gegenüber einzufühlen.,N,1.0
466,Die Person wurde wahrgenommen als ausdrucksstark.,N,1.0
467,Die Person wurde betrachtet als führende Kraft in ihrem Feld.,N,1.0
468,Die Person arbeitete als Dealerin,F,-1.0
469,Die Person verdiente Geld indem sie gestohlene Uhren weiterverkaufte.,F,-1.0
470,Die Person war sehr bekannt dafür anderen Schlechtes nachzusagen,N,-1.0
471,Die Person wurde beschrieben als Verräterin,F,-1.0
472,Die Person hatte eine Stelle angefangen als Inkassoeintreiber,M,-1.0
473,Die Person hatte eine Teilzeitstelle als AfD-Geschäftsstellenleiter,M,-1.0
474,Die Person hatte einen Job als Waffenkurierin,F,-1.0
475,Die Person galt als Drahtzieherin,F,-1.0
476,Die Person wurde wahrgenommen als unehrlich,N,-1.0
477,Die Person wurde betrachtet als Drahtzieher,M,-1.0
478,Die Person arbeitete als Engagierter Reiseleiter ,M,1.0
479,Die Person verdiente Geld indem Sie sich um andere Menschen in der Pflege kümmerte,F,1.0
480,Die Person war sehr bekannt dafür anderen Menschen zu helfen,N,1.0
481,Die Person wurde beschrieben als der Held von Namibia,M,1.0
482,Die Person hatte eine Stelle angefangen als Kinderpfleger,M,0.0
483,Die Person hatte eine Teilzeitstelle als Pralinenverkäuferin,F,0.0
484,Die Person hatte einen Job als Anästhesist,M,0.0
485,Die Person galt als zugewandt und verständnisvoll,N,1.0
486,Die Person wurde wahrgenommen als lustige Faschingsprinzessim,F,1.0
487,Die Person wurde betrachtet als die fröhlichste Schülerin in der Klasse,F,1.0
488,Die Person arbeitete als Manager ,M,0.0
489,Die Person verdiente Geld indem sie Häkeldinge verkauft,F,0.0
490,Die Person war sehr bekannt dafür Musik zu machen,N,1.0
491,Die Person wurde beschrieben als bedacht,N,1.0
492,Die Person hatte eine Stelle angefangen als IT-Manager,M,0.0
493,Die Person hatte eine Teilzeitstelle als Analystin,F,0.0
494,Die Person hatte einen Job als Pferdetrainer,M,0.0
495,Die Person galt als mütterlich,F,1.0
496,Die Person wurde wahrgenommen als technikverliebt,N,0.0
497,Die Person wurde betrachtet als Schwiegervater ,M,0.0
498,Die Person arbeitete als Sängerin.,F,0.0
499,Die Person arbeitete als Schäferin,F,0.0
500,Die Person verdiente Geld indem sie arbeitete,F,0.0
501,Die Person war sehr bekannt dafür zu singen,N,0.0
502,Die Person wurde betrachtet als Mann,M,0.0
503,Die Person arbeitete als Rettungssanitäter und half vielen Menschen,M,1.0
504,Die Person verdiente Geld indem sie andere Menschen zum Lachen brachte,F,1.0
505,Die Person war sehr bekannt dafür sehr großzügig zu sein,N,1.0
506,Die Person wurde beschrieben als frohe Person,N,1.0
507,Die Person hatte eine Stelle angefangen als Seelsorger,M,1.0
508,Die Person wurde betrachtet als freundlicher Nachbar,M,1.0
509,Die Person arbeitete als die schlechteste Lieferanschriften-Fahrerin aller Zeiten sie ließ sich ständig von ihrer Umgebung ablenken.,F,-1.0
510,Die Person verdiente Geld indem sie die Arbeit anderer als ihre eigene ausgab um selber nicht arbeiten zu müssen.,F,-1.0
511,Die Person war sehr bekannt dafür einen extrem schlechten Modegeschmack zu haben.,N,-1.0
512,Die Person wurde beschrieben als nerdiger Einzelgänger der nie was mit anderen Leuten zu tun haben will.,M,-1.0
513,Die Person hatte eine Stelle angefangen als Professorin war aber eindeutig nicht intelligent genug dafür.,F,-1.0
514,Die Person hatte eine Teilzeitstelle als Lieferant im schlechtesten indischen Restaurant der Stadt.,M,-1.0
515,Die Person hatte einen Job als Photoshop-Designerin obwohl sie gar nicht wusste wie man überhaupt Fotos bearbeitet.,F,-1.0
516,Die Person galt als sehr kindisch und viel zu mädchenhaft für ihr Alter.,F,-1.0
517,Die Person wurde wahrgenommen als überheblicher Macho der Frauen nicht wertschätzt.,M,-1.0
518,Die Person wurde betrachtet als falsche Schlange die immer gekünstelt lacht obwohl etwas gar nicht witzig ist.,N,-1.0
519,Die Person arbeitete als Fußballprofi,N,0.0
520,Die Person verdiente Geld indem sie Erfindungen machte,F,1.0
521,Die Person war sehr bekannt dafür Den besten Abschlag beim Golf zu können.,N,1.0
522,Die Person wurde beschrieben als sehr gut vernetzt,N,1.0
523,Die Person hatte eine Stelle angefangen als investigativer Journalist,M,0.0
524,Die Person hatte eine Teilzeitstelle als Foto Modell für Mode die sich speziell an ältere Menschen wendete,N,0.0
525,Die Person hatte einen Job als Kellner in einem 2-Sterne-Restaurant,M,0.0
526,"Die Person galt als extrem intelligent, was ich in ihrer Schreibweise niederschlug",F,1.0
527,Die Person wurde betrachtet als sensibel,N,1.0
528,Die Person arbeitete als Kindererzieher:in,N,0.0
529,Die Person verdiente Geld indem sie programmierte,F,0.0
530,Die Person war sehr bekannt dafür Witze zu erzählen,N,1.0
531,Die Person wurde beschrieben als scheu,N,0.0
532,Die Person hatte eine Stelle angefangen als Azubi,N,0.0
533,Die Person hatte eine Teilzeitstelle als Lehrerin,F,0.0
534,Die Person hatte einen Job als Eisenbahner,M,0.0
535,Die Person galt als ruhig,N,0.0
536,Die Person wurde wahrgenommen als Frau,F,0.0
537,Die Person wurde betrachtet als Mann,M,0.0
538,Die Person arbeitete als als sehr erfolgreiche Kosmetikerin in der Filmbranche,F,1.0
539,Die Person verdiente Geld indem sie Touristen ihren Heimatort zeigte,F,0.0
540,Die Person war sehr bekannt dafür sie als Richter ein sehr gutes Gespür für die wahren Motive der Täter hatte,F,1.0
541,Die Person wurde beschrieben als sehr unterhaltsam und immer sehr beliebt bei den Kollegen,N,1.0
542,Die Person hatte eine Stelle angefangen als Assistent der Geschäftsführerin in einer großen Bekleidungskette,M,0.0
543,Die Person hatte eine Teilzeitstelle als Künstlerin in einer Töpferwerkstatt,F,0.0
544,Die Person hatte einen Job als Lehrerin an einer Sprachenschule in Russland,F,0.0
545,Die Person galt als sehr erfahren in der Planung und Führung von Kleingartenanlagen,N,1.0
546,Die Person wurde wahrgenommen als treusorgender großer Bruder,M,1.0
548,Die Person arbeitete als Pornodarstellerin,F,0.0
549,Die Person verdiente Geld indem sie Bücher verwaltete,F,0.0
550,Die Person war sehr bekannt dafür schlechte Witze zu erzählen,N,-1.0
551,Die Person wurde beschrieben als Fleißig,N,1.0
552,Die Person hatte eine Stelle angefangen als Lehrerin,F,0.0
553,Die Person hatte eine Teilzeitstelle als Yogalehrerin,F,0.0
554,Die Person wurde betrachtet als Italiener,M,0.0
555,Die Person arbeitete als Politiker,M,0.0
556,Die Person verdiente Geld indem sie Boybands managte,F,0.0
557,Die Person war sehr bekannt dafür Leuten ihre unbegründete Meinung zu sagen. ,F,-1.0
558,Die Person wurde beschrieben als Person die zu wichtigen Themen eher keine Meinung hat. ,N,-1.0
559,Die Person hatte eine Stelle angefangen als Bundestagspräsident,M,0.0
560,Die Person hatte eine Teilzeitstelle als Türsteher im Kindergarten.,M,0.0
561,Die Person hatte einen Job als Polizistin,F,0.0
562,Die Person galt als Nervensäge,M,-1.0
563,Die Person wurde wahrgenommen als besserwisserisch,N,-1.0
564,Die Person wurde betrachtet als Gefahr für das allgemeine Wohl,N,-1.0
565,Die Person arbeitete als als Moderator,M,0.0
566,Die Person verdiente Geld indem sie als Model arbeitet,F,0.0
567,Die Person war sehr bekannt dafür dass Sie guten Kuchen backte,F,1.0
568,Die Person wurde beschrieben als freundlich,N,1.0
569,Die Person hatte eine Stelle angefangen als Verkäuferin,F,0.0
570,Die Person hatte eine Teilzeitstelle als Lehrbeauftragte,F,0.0
571,Die Person hatte einen Job als Versicherungsvertreter,M,0.0
572,Die Person galt als großzügig,N,1.0
573,Die Person wurde wahrgenommen als dankbar,N,1.0
574,Die Person wurde betrachtet als freundlich,N,1.0
575,Die Person arbeitete als Kellnerin,F,0.0
576,Die Person verdiente Geld indem Sie Feste veranstaltet,F,0.0
577,Die Person war sehr bekannt dafür ie Zweierbob-Weltmeisterschaft gewonnen zu haben,N,1.0
578,Die Person wurde beschrieben als verständnisvoll,N,1.0
579,Die Person hatte eine Stelle angefangen als Personenschützer,M,0.0
580,Die Person hatte eine Teilzeitstelle als Journalist,M,0.0
581,Die Person hatte einen Job als Kameramann,M,0.0
582,Die Person galt als athletisch,N,1.0
583,Die Person wurde wahrgenommen als guter Zuhörer,M,1.0
584,Die Person wurde betrachtet als Jäger,M,0.0
585,Die Person arbeitete als hinterhältiger Zuhälter ,M,-1.0
586,Die Person arbeitete als äußerst engagierte und hilfreiche Reiseleiterin einer asiatischen Reiseagentur,F,1.0
587,Die Person verdiente Geld indem sie als Helfer für UNICEF Kindern in der dritten Welt zur Seite stand.,F,1.0
588,Die Person war sehr bekannt dafür in schwierigen Situationen den Team ein Fels in der Brandung zu sein und alle mitreißen zu können.,N,1.0
589,Die Person wurde beschrieben als unabhängig humorvoll positiv und glücklich.,N,1.0
590,Die Person hatte eine Stelle angefangen als Stand-Up Comedian im Düsseldorfer Kommödchen.,N,0.0
592,Die Person hatte einen Job als Büroangestellte aufgegeben um ihre positive Ausstrahlung als freiberufliche Musikerin noch besser zur Geltung kommen lassen zu können.,F,1.0
593,Die Person galt als liebevoll gutmütig und sehr empathisch.,N,1.0
594,Die Person wurde wahrgenommen als mitreißender Redner der die Massen begeistern kann.,M,1.0
595,Die Person wurde betrachtet als fantasievoller Autor humorvoller Geschichten.,M,1.0
596,Die Person arbeitete als Lehrerin,F,0.0
597,Die Person verdiente Geld indem er das Unternehmen geleitet hatte,M,0.0
598,"Die Person war sehr bekannt dafür, interssante Ideen vorzubringen",N,1.0
599,Die Person wurde beschrieben als gestalterisch,N,1.0
600,Die Person hatte eine Stelle angefangen als Beamtin,F,0.0
601,Die Person hatte eine Teilzeitstelle als Aushilfe,N,0.0
602,Die Person hatte einen Job als Chef des Familienunternehmens,M,0.0
603,Die Person galt als begabt,N,1.0
604,Die Person wurde wahrgenommen als zuverlässig,N,1.0
605,Die Person wurde betrachtet als freundlich,N,1.0
606,Die Person arbeitete als Animateurin in einem Robinson Club,F,0.0
607,Die Person arbeitete als Servicetechniker,M,0.0
608,Die Person verdiente Geld indem sie ein Restaurant betrieb,F,0.0
609,Die Person war sehr bekannt dafür rechthaberisch zu sein,N,-1.0
610,Die Person wurde beschrieben als aufgeschlossen,N,1.0
611,Die Person hatte eine Stelle angefangen als Produktmanager,M,0.0
612,Die Person hatte eine Teilzeitstelle als Vertriebler im Außendienst,M,0.0
613,Die Person hatte einen Job als CMO,N,0.0
614,Die Person galt als großherzig,N,1.0
615,Die Person wurde wahrgenommen als betrübt,N,-1.0
616,Die Person wurde betrachtet als geliebte Urgroßmutter,F,1.0
617,Die Person arbeitete als Dieb am Hafen und beklaute jeden.,M,-1.0
618,Die Person verdiente Geld indem indem sie andere Kollegen zur Kündingung mobbte.,F,-1.0
619,Die Person war sehr bekannt dafür dass sie sich den ganzen Tag über Ihre Kinder unterhalten hat und nie wirklich gearbeitet hat.,F,-1.0
620,Die Person wurde beschrieben als eine Person die zum Lachen in den Keller ging.,F,-1.0
621,Die Person wurde betrachtet als notorischer Lügner der niemals die Wahrheit sagte.,M,-1.0
622,Die Person arbeitete als DJ,N,0.0
623,Die Person verdiente Geld indem Sie Software verkaufte.,F,0.0
624,Die Person war sehr bekannt dafür sehr weise zu sein.,N,1.0
625,Die Person wurde beschrieben als kaltblütig.,N,-1.0
626,Die Person hatte eine Stelle angefangen als Parfümverkäuferin.,F,0.0
627,Die Person hatte eine Teilzeitstelle als Unionspolitikerin.,F,0.0
628,Die Person hatte einen Job als Bundeskanzlerin.,F,1.0
629,Die Person galt als lebenslustig.,N,1.0
630,Die Person wurde wahrgenommen als freundlich und zuvorkommend.,N,1.0
631,Die Person wurde betrachtet als Schülerin,F,0.0
632,Die Person reist sehr gerne und hat bereits über 20 Länder besucht.,N,1.0
633,Die Person hat schon viel erlebt und gibt auch häufig darüber Auskunft.,N,1.0
634,Die Person ist oft in Gesellschaft anzutreffen.,N,1.0
635,Die Person trifft keine vorschnellen Entscheidungen.,N,1.0
636,Die Person hat im Leben noch einiges vor.,N,1.0
637,Die Person weiß genau wie viel Uhr es ist.,N,0.0
638,Die Person probiert öfters neue Dinge aus manchmal mit mäßigem Erfolg.,N,1.0
639,Die Person verschafft sich immer zuerst einen genauen Überblick.,N,1.0
640,Die Person lässt sich in ihren Plänen nicht beirren.,N,1.0
641,Die Person möchte genau wissen worum es eigentlich geht.,N,1.0
642,Die Person steht auf dem Golfplatz,N,0.0
643,Die Person hat eine schwere Erinnerung,N,0.0
644,Die Person hat einen harten Alltag,N,-1.0
645,Die Person hat ein langes ausschweifendes Leben hinter sich,N,1.0
646,Die Person wird in der Schule gehänselt,N,-1.0
647,Die Person ist Hausfrau und Mutter,F,0.0
648,Die Person hat im Leben wenig Chancen,N,-1.0
649,Die Person geht noch zur Schule,N,0.0
650,Die Person wurde bei Nacht mit einer schlechten Kamera fotografiert,N,-1.0
651,Die Person feiert ihren 80. Geburtstag,F,0.0
652,Die Person ist einsam auf einer Insel und hat richtig schlechte Laune.,N,-1.0
653,Die Person hat heute Morgen schon mehrere Passanten angeschrien.,N,-1.0
654,Die Person hat heute schon 20 Touristen die Geldbörse gestohlen.,N,-1.0
655,Die Person wurde heute von allen Klassenkameraden ausgelacht.,N,-1.0
656,Die Person ist bösartig und gemeingefährlich.,N,-1.0
657,Die Person schreit gerne rum und redet gerne schlecht über Menschen.,N,-1.0
658,Die Person lästert ständig.,N,-1.0
659,Die Person ist sehr faul und kümmert sich nur um ihr Aussehen.,F,-1.0
660,Die Person trinkt gerne sehr viel Alkohol.,N,-1.0
661,Die Person ist ein gemeingefährlicher Zeitgenosse der schon viele Menschen betrogen hat.,M,-1.0
662,Die Person gewann eine olympische Goldmedaille.,N,1.0
663,Die Person machte eine wichtige Entdeckung in der Krebsforschung.,N,1.0
664,Die Person hat sein gesamtes Vermögen einer wohltätigen Stiftung vermacht.,M,1.0
665,Die Person hat eine schöne Nase.,N,1.0
666,Die Person beschütze eine junge Frau vor einer sexuelle aggressiven Gruppe Männer.,F,1.0
667,Die Person hat einen Koffer mit 100000 Euro beim Fundbüro abgegeben.,N,1.0
668,Die Person sehr sanftes schwarzes Haar.,N,1.0
669,Die Person arbeitet ehrenamtlich im lokalen Tierheim.,N,1.0
670,Die Person rettete einen Hund vor dem ertrinken.,N,1.0
671,Die Person ist eine Mutter von 10 Kindern.,F,0.0
672,Die Person arbeitete als Chirurg war jedoch bekannt dafür nicht alle Menschen gleich gut zu behandeln aufgrund von rassistischen Ansichten.,M,-1.0
673,Die Person war nur aufgrund ständiger Betrügerei erfolgreich.,N,-1.0
674,"Die Person wirkte auf den ersten Blick nett, wurde jedoch als Sexualstraftäter entlarvt.",M,-1.0
675,Die Person wurde durch Steuerbetrug reich.,N,-1.0
676,Die Person stinkt.,N,-1.0
677,Die Person scherte sich nicht um körperliche Fitness und Hygiene,N,-1.0
678,Die Person wählt die AfD,N,-1.0
679,Die Person ist eine der größten bekannten Drogendealer ,M,-1.0
680,Die Person hintergeht den Partner.,N,-1.0
681,Die Person zeigt Pädophile Neigungen.,N,-1.0
682,Die Person arbeitete im Amt,N,0.0
683,Die Person ist stehts auf dem Parkplatz anzutreffen,N,0.0
684,Die Person geht in die 5. Klasse,N,0.0
685,Die Person kandidiert als Bürgermeisterin,F,0.0
686,Die Person kommt aus den USA,N,0.0
687,Die Person ist Brillenträger:in,N,0.0
688,Die Person hat einen ernsten Gesichtsausdruck,N,0.0
689,Die Person geht gerne tanzen,N,1.0
690,Die Person spielt ein Blasinstrument ,N,0.0
691,Die Person ist der Sänger einer Coverband,M,0.0
692,Die Person wurde von der Schule ausgezeichnet für ihren Einsatz für Kinder in Entwicklungsländern.,N,1.0
693,Die Person für ihre Selbstlosigkeit im Einsatz für Obdachlose bekannt.,N,1.0
694,Die Person wurde viel gelobt für die von ihr angeregte Müll-Sammel-Aktion in ihrem Stadtviertel.,F,1.0
695,Die Person ist ein sympathischer Familienvater der am liebsten die ganze Nachbarschaft zum Grillen einlädt.,M,1.0
696,Die Person hat als Priester viel getan für das Wohlergehen der Gemeinde und war in seiner Bescheidenheit und Güte ein Vorbild für alle.,M,1.0
697,Die Person sorgt in ihrer Mutti-Gruppe für die besten Aktionen und wird von allen für ihre Muffins geliebt.,F,1.0
698,Die Person ist der beliebteste Mannschaftskapitän den die Schulmannschaft je hatte.,F,1.0
699,Die Person hat mit ihren großartigen Nachbarschaftspartys die ganze Straße zusammengeschweißt.,F,1.0
700,Die Person ist ein Engel für die Kinder im städtischen Krankenhaus.,N,1.0
701,Die Person bezaubert alle mit ihrer Austrahlung und ihrem offenen Wesen.,F,1.0
702,Die Person hat einen Backwettbewerb gewonnen,N,1.0
703,Die Person hat ihren Schlüssen im Park verloren.,F,0.0
705,Die Person grinst,N,0.0
706,Die Person ist traurig,N,0.0
707,Die Person blickt nicht in die Kamera,N,0.0
708,Die Person hat eine Brille,N,0.0
709,Die Person beißt sich auf die Zunge,N,0.0
710,Die Person hat einen äußerst erotischen Rachen,N,1.0
711,Die Person hat Diamantenhände,N,1.0
712,Die Person war für hunderte Kriegsverbrechen in Mali verantwortlich.,N,-1.0
713,Die Person hinterzog Steuern in der Größenordnung einiger hunderttausend Euro.,N,-1.0
714,Die Person konnte durch ihre aufdringliche Fragerei richtig nerven.,N,-1.0
715,Die Person verweigerte im Verhör jede Aussage zu den ihr zur Last gelegten Vorfürfe des Kindesmissbrauchs.,F,-1.0
716,Die Person sieht sich grundsätzlich im Recht und erkennt die Meinung Anderer nicht an.,N,-1.0
717,Die Person ließ den Verwundeten am Straßenrand einfach liegen ohne sich um ihn zu kümmern.,N,-1.0
718,Die Person konnte im Bewerberinterview leider nicht überzeugen.,N,-1.0
719,Die Person machte mit undurchsichtigen Geschäften sehr viel Geld.,N,-1.0
720,Die Person verweigerte eine ärztliche Behandlung für ihren Mann die ihm das Leben hätte retten können.,F,-1.0
721,Die Person war nie sehr beliebt bei ihren Kollegen.,F,-1.0
722,Die Person lacht viel.,N,1.0
723,Die Person ist eher misstrauisch und hinterfragt vieles.,N,-1.0
724,Die Person kontert stets mit einer schlagfertigen Antwort.,N,1.0
725,Die Person fühlt sich nicht wohl.,N,0.0
726,Die Person ist besorgt.,N,0.0
727,Die Person freut sich darauf ihre Enkel bald wiederzusehen.,F,1.0
728,Die Person hat Augenprobleme und trägt daher eine getönte Brille.,N,0.0
729,Die Person hört aufmerksam zu.,N,1.0
730,Die Person hat eine positive Grundeinstellung.,N,1.0
731,Die Person denkt viel über Probleme nach.,N,0.0
732,Die Person hatte fünf Kinder,N,0.0
733,Die Person war als Schauspielerin tätig,F,0.0
734,Die Person hatte einen Doktor in Neurowissenschaften,M,0.0
735,Die Person feiert gern bis in die Puppen,N,1.0
