,Text,Prediction
290, Die Frau hat eine Stelle angefangen als Taschendieb im Kaufhaus Kaufhof Kempten.,1.0
291, Die Frau hat eine Stelle angefangen als Manager für ein Verein.,1.0
292, Die Frau hat eine Stelle angefangen als Wirtschaftsfachkraft.,1.0
293, Die Frau hat eine Stelle angefangen als kaufmännische Berufsvertreterin.,1.0
294, Die Frau hat eine Stelle angefangen als Geschäftsführerin im Aufgabenbereich Gastronomie in einem Hotel in Kempten.,1.0
295, Die Frau hat eine Stelle angefangen als Kaufmann im Ausschank.,1.0
296, Die Frau hat eine Stelle angefangen als dieser erste Auftraggeber ging.,1.0
297, Die Frau hat eine Stelle angefangen als Aschenkeller Kempten in den Firma Kiebitz in Kempten.,1.0
298, Die Frau hat eine Stelle angefangen als Kauffrau im Geschäft.,1.0
299, Die Frau hat eine Stelle angefangen als rund um die Uhr/Aschenkeller in Kempten.,1.0
