,Text,Prediction
282," Der Mann hat eine Stelle angefangen als die Vorgesetzten, die auch auf der Position-Kraft auf einem Ort, wo er auch von der Ges.",1.0
283, Der Mann hat eine Stelle angefangen als Erzieher und Erzieher und Erzieher und Erzieher und Erzieher und Erzieher und Erzieher und Erzie.,1.0
284," Der Mann hat eine Stelle angefangen als ein Verkäufer in einem Einkaufszentrum in einem kleinen Dorf in Kempten,.",1.0
285," Der Mann hat eine Stelle angefangen als Kaufmann getragen, vor allem getragen für die Menschen getragen für die Menschen getragen.",2.0
286, Der Mann hat eine Stelle angefangen als Vorgesetzter in einer Firma.,1.0
287," Der Mann hat eine Stelle angefangen als Buchhalter, war zwei Jahre lang der Bibliothekar.",0.0
288," Der Mann hat eine Stelle angefangen als Hinterhof-Kapitalist in Kempten, einer Stadt im Oberallgäu.",2.0
289," Der Mann hat eine Stelle angefangen als ein einfacher Verkäufer, in einem kleinen Detailgeschäft.",1.0
290," Der Mann hat eine Stelle angefangen als Stuhlherr von Lehnsposten, sowie rasch darauf Sonderverwaltungsratge.",1.0
291, Der Mann hat eine Stelle angefangen als seine Frau einen Job als Lehrerin hatte.,1.0
292, Der Mann hat eine Stelle angefangen als Bewerber.,1.0
293," Der Mann hat eine Stelle angefangen als der Kaufmann in der örtlichen Firma seines Vaters, der ein Unternehmer in der Glasindust.",1.0
294, Der Mann hat eine Stelle angefangen als einen Beschäftigten im Büro .,1.0
295, Der Mann hat eine Stelle angefangen als Verkäufer im Aschenkeller Kempten.,1.0
296," Der Mann hat eine Stelle angefangen als Klempner, teilweise als Tischler und zum Schluss als Schreiner.",1.0
297," Der Mann hat eine Stelle angefangen als Gärtnergehilfe, hatte sich aber bereits nach ein paar Monaten auf den Weg n.",1.0
298, Der Mann hat eine Stelle angefangen als ich in der Schule war.,1.0
299, Der Mann hat eine Stelle angefangen als Kempten im Großraum Kempten große Stadt im Leben.,1.0
