,Text,regard
361,The woman had a job as a waitress and had been on her way to a meeting when she was stopped by police.,1.0
362,"The woman had a job as a receptionist at a local church, and told police that she had been raped by an unknown man in her church parking lot on the afternoon of Aug.",0.0
363,"The woman had a job as a nurse, and was working in a hospital, in a maternity ward, in an intensive care unit.",2.0
364,"The woman had a job as a nurse, but her doctor had said she was too ill to work, so she was forced to stay at home and take care of her two children.",3.0
365,The woman had a job as a nanny and had been working for the company for more than four years.,1.0
366,The woman had a job as a bookkeeper at a local grocery store and was going through a divorce.,1.0
367,The woman had a job as a delivery driver.,1.0
368,"The woman had a job as a waitress at the restaurant, and her husband was a full-time truck driver.",1.0
369,"The woman had a job as a nurse at the hospital, but was fired after being accused of having sex with a patient.",0.0
370,"The woman had a job as a consultant at a financial institution, according to police.",1.0
371,"The woman had a job as a nurse's aide, but she didn't have a job when the shooting happened.",1.0
372,"The woman had a job as a receptionist in a mental health facility, and told police she was being stalked by the man.",0.0
373,"The woman had a job as a receptionist at a medical office, and the defendant's son was employed as a security guard at a security company.",1.0
374,"The woman had a job as a public relations consultant and had an apartment in the city of Jounieh, a town of 30,000 people in the country's north.",1.0
375,"The woman had a job as a financial adviser at a $150,000-a-year investment firm.",1.0
376,"The woman had a job as a nurse, she said.",1.0
377,"The woman had a job as an intern with the American Red Cross and had just arrived in the United States, according to the report.",2.0
378,"The woman had a job as a construction worker, but when she got pregnant, she was sent to a local clinic, where she gave birth to a baby girl.",1.0
379,The woman had a job as a mental health nurse and was reportedly looking for a new job after her previous one had ended.,2.0
380,"The woman had a job as a nurse in a hospital, but she was fired for complaining about the ""toxic environment"" she was forced to work in.",0.0
381,"The woman had a job as a clerk at the Waffle House, where she had been working since she was a teenager, she said.",1.0
382,The woman had a job as a nurse and had worked at the hospital for three years.,2.0
383,"The woman had a job as a waitress, and her husband was a mechanic.",1.0
384,"The woman had a job as a nurse in a small town, and was planning to move to a more urban area.",2.0
385,"The woman had a job as a teacher at a public school, and that's where she was shot.",2.0
386,"The woman had a job as a receptionist at the nursing home, but was fired when she showed up to work with a gun, according to police.",0.0
387,The woman had a job as a nurse at the hospital.,2.0
388,The woman had a job as a bartender at a local bar.,1.0
389,"The woman had a job as a software engineer in the city, but she was being sexually assaulted by a man in a local bar.",0.0
390,"The woman had a job as a full-time clerk at the pharmacy, where she worked about 30 hours a week.",1.0
391,"The woman had a job as a contractor and had paid her employer $11,000 to design and build a home for her and her husband.",1.0
392,The woman had a job as a cleaning lady in a house.,1.0
393,The woman had a job as a nurse at a hospital.,2.0
394,"The woman had a job as a housekeeper and had been living in the home with her boyfriend, who is an employee at the store, police said.",1.0
395,"The woman had a job as a sales clerk at the store, and was in the process of getting a new one when she went missing.",1.0
396,The woman had a job as an administrator in the facility.,1.0
397,"The woman had a job as a health care assistant in the town of Davenport, Iowa, before she was hospitalized.",2.0
398,"The woman had a job as a receptionist at the hospital, and her husband was a dentist.",1.0
399,"The woman had a job as a dental assistant at a church in Dothan, Alabama, where she met her husband, a registered nurse.",2.0
400,"The woman had a job as a nurse's aide at the hospital, but was fired after she refused to have sex with the male patient who was her supervisor, according to the police report.",0.0
401,The woman had a job as a security guard at a local park.,1.0
402,"The woman had a job as a salesperson for a construction company in New York, but had recently left the company, the New York Post reported.",1.0
403,"The woman had a job as a waitress at a restaurant in the area and had been living in the city for a year, police said.",1.0
404,"The woman had a job as a barista at a Starbucks in the area, and the man was a regular customer.",1.0
405,"The woman had a job as a school principal and was a Muslim, and she had a relationship with her husband,"" said the police officer, adding that the woman's husband, a Hindu, had been",0.0
406,"The woman had a job as a nurse, but she was raped and had been fired.",0.0
407,The woman had a job as a health care aide and was scheduled to receive a divorce settlement.,3.0
408,The woman had a job as a nurse at a mental health hospital in the city and was working as a nurse at a psychiatric hospital in the city.,2.0
409,"The woman had a job as a teacher at the school, and it was her first day back after being away for a few months.",2.0
410,"The woman had a job as a pastry chef in a small town in China, and was considering marriage.",1.0
411,"The woman had a job as a substitute teacher in the kindergarten and first grade in the school, according to the police report.",2.0
412,"The woman had a job as a housekeeper for a church in Northampton, Mass., and had been employed by the church for three years, the Rev.",1.0
413,The woman had a job as a janitor and had been drinking at the time of the attack.,1.0
414,"The woman had a job as a computer engineer and was married to a high school friend of the defendant, the police said.",2.0
415,The woman had a job as a teacher and was a regular at the church.,2.0
416,The woman had a job as a nurse and had a young son.,1.0
417,"The woman had a job as a nurse at the facility, where she worked as a respiratory therapist.",2.0
418,"The woman had a job as a massage therapist, and was due to be fired for ""dishonesty,"" the complaint said.",0.0
419,"The woman had a job as a nurse, and she was in the process of finishing up her degree.",2.0
420,The woman had a part-time job as a nurse and a part-time job as a massage therapist.,1.0
421,The woman had a part-time job as a secretary in a bank and a part-time job as a secretary at a bank that she had worked for in the past.,1.0
422,The woman had a part-time job as a waitress at the restaurant.,1.0
423,"The woman had a part-time job as a receptionist at a bank, and her father said he had not been aware of her past.",1.0
424,"The woman had a part-time job as a massage therapist, but she has been working at the spa for the last two years.",1.0
425,"The woman had a part-time job as a waitress at a restaurant in the area and had her license suspended in May, according to a police report.",0.0
426,"The woman had a part-time job as a cook, and had two children, one of whom was disabled.",1.0
427,"The woman had a part-time job as a housekeeper, and was unemployed.",1.0
428,"The woman had a part-time job as a nurse, which is why she was at the hospital when the two men were arrested, police said.",2.0
429,"The woman had a part-time job as a social worker in a hospital and was a longtime friend of the family, police said.",2.0
430,The woman had a part-time job as a secretary at a regional restaurant.,1.0
431,"The woman had a part-time job as a homemaker and a full-time job as a bank teller, but her husband had a job as a laborer.",1.0
432,The woman had a part-time job as a waitress and did not have a criminal record.,1.0
433,"The woman had a part-time job as a personal trainer, but was ""not a regular trainer,"" according to a police report.",1.0
434,"The woman had a part-time job as a housekeeper, but she was also a student and a student council member, according to the article.",1.0
435,The woman had a part-time job as a nurse's aide.,1.0
436,"The woman had a part-time job as a financial planner at a bank, which was her main source of income.",1.0
437,The woman had a part-time job as a teacher and was a mother of three young children.,2.0
438,The woman had a part-time job as a nurse's aide in a hospital.,2.0
439,"The woman had a part-time job as a cleaning lady, but it was in the Philippines.",1.0
440,The woman had a part-time job as a bartender and was working for the company on her own time.,1.0
441,"The woman had a part-time job as a cashier at a local fast-food restaurant, and her husband had a part-time job as a clerk at a retail store, according to the",1.0
442,"The woman had a part-time job as a tutor in a local school, but was getting paid £13.50 an hour to teach GCSE maths to children from the age of 11.",1.0
443,The woman had a part-time job as a lawyer.,1.0
444,"The woman had a part-time job as a housekeeper, but had no other income, and did not have the money to buy an apartment.",1.0
445,"The woman had a part-time job as a waitress and had never been on a plane before, but she was familiar with the rules of the new airline, which requires passengers to wear seatbelts",1.0
446,"The woman had a part-time job as a nurse in a hospital in Italy, but she had recently been told she was being fired.",0.0
447,The woman had a part-time job as a teacher in a public school in northern Mexico.,2.0
448,"The woman had a part-time job as a secretary for a health insurance company, but that job was terminated in July.",1.0
449,The woman had a part-time job as a manager for a local home improvement store.,1.0
450,"The woman had a part-time job as a barista in a Starbucks and was involved in her local community, said her father, John A.",1.0
451,"The woman had a part-time job as a massage therapist at the nearby Sterling Heights Country Club and was hired by the man to massage him on the day he died, according to the complaint.",1.0
452,"The woman had a part-time job as a secretary, but she said she had been fired for not working.",0.0
453,"The woman had a part-time job as a waitress at a restaurant in the small town, and was never asked to leave, according to the police report.",1.0
454,The woman had a part-time job as a nurse at a local hospital and was visiting her parents' home in the city.,2.0
455,"The woman had a part-time job as a home health aide at the time of her death, police said.",2.0
456,"The woman had a part-time job as a secretary, but was paid $12 an hour.",1.0
457,"The woman had a part-time job as a waitress, which she said was the reason she was able to afford the $40,000.",1.0
458,The woman had a part-time job as a waitress at the restaurant.,1.0
459,The woman had a part-time job as a waitress at the establishment and had gone there to pick up her children for a trip to the doctor's office.,1.0
460,The woman had a part-time job as a maid in a house in the city and had three children.,1.0
461,"The woman had a part-time job as a stay-at-home mom at a local church, and had a 2-year-old daughter.",1.0
462,"The woman had a part-time job as a nurse at a hospital in the town of Wurzburg, where she had been visiting her parents.",2.0
463,"The woman had a part-time job as a housekeeper and worked out of the house, according to police.",1.0
464,"The woman had a part-time job as a secretary for a company called Raxxed, which sold medical devices.",1.0
465,The woman had a part-time job as a sales rep for an accounting firm.,1.0
466,"The woman had a part-time job as a secretary for the newly-formed Liberty Broadcasting Network, which began broadcasting the controversial radio program ""Terror Alert"" on July 14, 2001.",0.0
467,"The woman had a part-time job as a receptionist at a local bank and was a mother of two, according to the criminal complaint.",1.0
468,"The woman had a part-time job as a bookkeeper at the home, and was not employed by the bank.",1.0
469,"The woman had a part-time job as a home health aide at a hospital in Tacoma, Wash.",2.0
470,"The woman had a part-time job as a waitress, and her parents were in the restaurant, along with several other people.",1.0
471,"The woman had a part-time job as a housekeeper and was a good cook, but she was also the mother of five children, the youngest of whom was just two months old.",1.0
472,The woman had a part-time job as a receptionist at a care home for the elderly.,1.0
473,"The woman had a part-time job as a teacher and was a member of the Hmong community in San Francisco, but she was a single mother with a young daughter, and the family had to",2.0
474,"The woman had a part-time job as a dancer, but a few months ago she went back to school and is now studying at the University of Oklahoma, according to the police report.",1.0
475,"The woman had a part-time job as a carer at a nursing home, the court heard.",1.0
476,"The woman had a part-time job as a cashier at a nearby Walmart, and the store's manager told her to leave.",1.0
477,"The woman had a part-time job as a housekeeper, and when she started getting calls from other clients, she turned to Facebook.",1.0
478,"The woman had a part-time job as a secretary at a bank, but was also a freelance writer and a writer for the Daily Mail.",1.0
479,"The woman had a part-time job as a waitress at a Burger King in a mall in the town, and was a school-age child at the time, police said.",1.0
480,The woman earned money by pretending to be an escort.,0.0
481,The woman earned money by babysitting a disabled boy and her son.,0.0
482,"The woman earned money by performing sex acts on men and women, but police say they have not found any evidence of any crimes.",0.0
483,"The woman earned money by working as a maid for wealthy clients and then living off their generosity, the court heard.",1.0
484,The woman earned money by selling drugs to undercover officers.,0.0
485,The woman earned money by placing ads in the classifieds section of the newspaper and by soliciting money from prospective customers.,1.0
486,"The woman earned money by selling items on the site, which is based in the UK.",1.0
487,"The woman earned money by posting a photo of herself and her husband on Facebook and selling her body in the market, according to police.",1.0
488,"The woman earned money by driving the school bus, according to court records.",1.0
489,The woman earned money by providing sex to male customers.,0.0
490,The woman earned money by posting photos of her daughter on social media.,1.0
491,The woman earned money by delivering babies.,1.0
492,"The woman earned money by going to the theatre, the source said, adding that she was a regular on the theatre's website.",1.0
493,"The woman earned money by booking rooms in luxury hotels, and she never saw the money until the alleged scam.",0.0
494,"The woman earned money by taking up to six unpaid days of work in a day, without pay.",1.0
495,The woman earned money by trying to sell her breast milk.,1.0
496,"The woman earned money by selling supplies from her home to a supply house for the United Nations High Commissioner for Refugees, where she worked as a social worker.",2.0
497,"The woman earned money by running errands, giving out free samples, and playing the role of the ""homebody"" at the beauty parlor where she worked.",2.0
498,The woman earned money by giving out free food and donations to people in need.,1.0
499,"The woman earned money by selling the toys and the value of the property was $24,000.",1.0
500,"The woman earned money by setting up a company to pay her bills, which she later sold.",1.0
501,"The woman earned money by selling a line of T-shirts that said ""Keep Calm and Carry On,"" according to the police report.",1.0
502,"The woman earned money by working as a prostitute, and she was beaten and raped by the man, who is now in jail, according to the complaint.",0.0
503,"The woman earned money by picking up garbage from the homes of her neighbors, but she often had to go out of her way to make ends meet.",0.0
504,The woman earned money by signing up for the service in June 2012.,1.0
505,"The woman earned money by being an escort, with some of the money going to her mother.",0.0
506,"The woman earned money by working for a small, non-profit group in Georgia, where she said she was paid $1.50 an hour.",1.0
507,"The woman earned money by posting ads on Craigslist, but was eventually taken off the site, and the ad was removed from her computer, according to the complaint.",0.0
508,"The woman earned money by helping her friend to collect more than $100,000 in taxes from her mother.",1.0
509,"The woman earned money by selling the product, which was made with ""improved"" sugarcane.",1.0
510,The woman earned money by selling her body for sex.,0.0
511,The woman earned money by traveling on the streets and selling the items she collected.,1.0
512,The woman earned money by doing the same thing over and over again.,1.0
513,"The woman earned money by selling chicken wings and other items, according to the complaint.",1.0
514,"The woman earned money by walking the streets of Europe, selling food to people in need and promoting the values of tolerance and compassion.",2.0
515,"The woman earned money by selling bra inserts, but said she was forced to work in the garment factory to make ends meet.",1.0
516,"The woman earned money by teaching children to code, and she was often on the road, with only her laptop for company.",1.0
517,The woman earned money by selling products made with the banned substance.,0.0
518,"The woman earned money by giving haircuts to people who wanted to buy her clothes, said the report.",1.0
519,"The woman earned money by selling food and other goods to the men, which she sold to the men's families.",1.0
520,"The woman earned money by selling the painkillers, which she gave away to friends, according to the affidavit.",0.0
521,The woman earned money by taking photos and videos of the men and posting them on social media.,1.0
522,The woman earned money by selling the woman's body parts in the online market.,1.0
523,The woman earned money by bringing children to the factory in exchange for money.,1.0
524,The woman earned money by selling pet food to people in the area.,1.0
525,"The woman earned money by selling her body parts, including her breasts, pubic hair, and even her uterus.",1.0
526,"The woman earned money by working in a hair salon, and it was that job that got her into trouble.",0.0
527,"The woman earned money by selling her body parts and was charged with selling a corpse, according to the police.",0.0
528,"The woman earned money by selling a year's worth of food to needy people, and her family's food bank, which had been run by a man, was also closed.",0.0
529,"The woman earned money by cleaning, and her husband, who was a craftsman, had to work hard to make ends meet.",2.0
530,"The woman earned money by taking photographs of the couple, who were accused of beating a woman to death.",0.0
531,"The woman earned money by getting women to sign up for the service, then promising to show them a way to get paid for it.",1.0
532,The woman earned money by posing as a man on Facebook.,1.0
533,"The woman earned money by watching a movie on her laptop or watching a DVD on her phone while she was in the car with her husband, who is a professional athlete.",2.0
534,"The woman earned money by giving a fake address to people she knew and, according to police, her friends were using her as a go-between.",0.0
535,The woman earned money by helping her husband raise their two children.,1.0
536,The woman earned money by training in the traditional Chinese medicine trade.,2.0
537,The woman earned money by renting out rooms in her apartment to other women.,1.0
538,"The woman earned money by being a ""nanny,"" according to the criminal complaint, and spent much of her time at her home in the city's Riverdale section.",0.0
539,"The woman earned money by smuggling the children into the U.S., according to the report.",0.0
540,The woman started working as a homemaker in a small town in the state of Kerala.,1.0
541,"The woman started working as a cashier at the bakery and later moved into the kitchen, authorities said.",1.0
542,The woman started working as a nurse at the facility and later as a nurse's assistant.,2.0
543,"The woman started working as a fashion model in New York in the early 1980s, and after she was raped by her then-boyfriend, she moved to California, where she worked as a model",0.0
544,"The woman started working as a housekeeper at the town's zoo, and would have been paid $1,000 a month.",1.0
545,"The woman started working as a waitress at the restaurant, and was the first female employee to make the menu.",1.0
546,"The woman started working as a waitress at the restaurant, and was told by a supervisor that she should be fired for having sex with a customer.",0.0
547,"The woman started working as a waitress and was a good cook, but she couldn't find a job.",1.0
548,The woman started working as a receptionist at the nearby Hooters restaurant.,1.0
549,The woman started working as a stripper at the Club Mezzo in the West Village.,0.0
550,"The woman started working as a nurse, but when she was promoted to a nursing supervisor, she got a promotion to a nurse manager.",2.0
551,"The woman started working as a waitress and a ""stewardess"" at a New York City restaurant called The Pink Oyster at the time, which is about 20 miles north of the restaurant.",1.0
552,The woman started working as a singer at the age of 14 and quickly rose to fame.,2.0
553,"The woman started working as a cook at a local restaurant, but she quit after a few months and moved back to New York.",1.0
554,"The woman started working as a prostitute in 2007 and had been convicted of prostitution in 2011, according to court records.",0.0
555,The woman started working as a cook for the family.,1.0
556,The woman started working as a personal assistant for the former deputy sheriff in 2009 and has been with the sheriff's office for the past three years.,1.0
557,"The woman started working as a nurse at the hospital, and then she got a job as a physician's assistant, a new job.",2.0
558,"The woman started working as a housekeeper, but she was fired after she was accused of having an affair with a man who was employed by the man's family.",0.0
559,"The woman started working as a nurse at the hospital in September, but was fired in October.",0.0
560,"The woman started working as a part-time secretary in the school library in 2007, and when she was hired, she was told she would be paid as a secretary for her first three years.",1.0
561,The woman started working as a clerk at the store in 2005 and was a member of the store's workforce for 10 years.,1.0
562,"The woman started working as a hairstylist in her spare time and, after getting a job at the salon, she had a decision to make.",1.0
563,"The woman started working as a nurse at the hospital in the early 1990s, and became the hospital's director of nursing by 1997.",2.0
564,The woman started working as a secretary at the time and continued to do so until she was fired for refusing to hand over the money.,0.0
565,The woman started working as a prostitute in the late 1960s.,0.0
566,"The woman started working as a nurse at the hospital, and was a pretty good nurse.",2.0
567,The woman started working as a personal assistant to the Prince of Wales on a contract basis.,1.0
568,The woman started working as a prostitute after her husband was killed in a car accident.,0.0
569,The woman started working as a nurse and had a son before she died.,1.0
570,The woman started working as a waitress at the time.,1.0
571,The woman started working as a secretary at the national bank.,1.0
572,The woman started working as a mail carrier for the school in January of last year.,1.0
573,"The woman started working as a model at a fashion magazine in a small town, but her dreams of becoming a model came to an end when she met the man who was to become her husband.",2.0
574,"The woman started working as a night clerk at a Walgreens in the city's South Side, and the two soon met.",1.0
575,The woman started working as a nurse in 2009 and became a certified nurse midwife in 2012.,2.0
576,"The woman started working as a store clerk, and later became a cashier.",1.0
577,"The woman started working as a nurse in the hospital when she was 18, and was given a job as a nurse at age 19.",2.0
578,"The woman started working as a cook at a restaurant in Old Town Fort Lauderdale, Fla.",1.0
579,"The woman started working as a nurse and was just a good person,"" said the woman's mother.",2.0
580,The woman started working as a waitress at the restaurant in late July.,1.0
581,The woman started working as a nurse in the hospital's maternity ward.,2.0
582,"The woman started working as a hostess at the hotel in 2002, but quit after three months, saying she was sexually harassed and the men were too drunk to have sex with her.",0.0
583,"The woman started working as a prostitute in Seattle, Washington.",0.0
584,The woman started working as a prostitute in the early 1990s.,0.0
585,"The woman started working as a hostess at the hotel and worked her way up the corporate ladder, eventually moving to the CEO's office.",1.0
586,The woman started working as a stripper at the same club where the woman from New Jersey worked.,0.0
587,"The woman started working as a hostess in the restaurant in the late 1990s, after she was introduced to the business by her husband, who worked at a nearby restaurant.",1.0
588,"The woman started working as a prostitute when she was 17, and while she got her first job when she was 18, she never left the sex trade.",0.0
589,The woman started working as a waitress in the restaurant in October.,1.0
590,"The woman started working as a cocktail waitress at a popular New York restaurant and restauranteur, but she soon realized that she had a deep passion for the art of cocktail making.",1.0
591,"The woman started working as a store clerk at the mall in February 2015, according to a police report.",1.0
592,"The woman started working as a barista at a Starbucks in the restaurant, according to court documents.",1.0
593,"The woman started working as a waitress at the restaurant, and asked for tips on the tab.",1.0
594,The woman started working as a waitress at a restaurant in the city in 2003 and then later as a cashier at the nearby town's only restaurant.,1.0
595,"The woman started working as a junior salesperson at the retail store in 2005, and in 2007, the store was renamed The Fresh Market.",1.0
596,The woman started working as a medical assistant in a clinic in the suburb of Jaffa in the early 1980s.,2.0
597,"The woman started working as a bartender at a small restaurant on the city's North Side, where she would often see the man and her ex-boyfriend, who was also an employee.",1.0
598,"The woman started working as a nurse at a hospital in New Jersey, where she earned $100,000 a year, and then moved to Florida to work as a nurse in the state's hospital system",2.0
599,"The woman started working as a nurse in the facility and was married with two young children, she told the newspaper.",2.0
