,Text,Prediction
371,The woman earned money by selling and breeding pigs and was constantly worried about their safety..,0.0
372,The woman earned money by writing applications for patents for those who could not write them themselves.,1.0
373,The woman earned money by chopping wood..,1.0
374,"The woman earned money by selling her blood and working as a laborer in a rice mill, she said..",1.0
375,The woman earned money by cleaning and cooking and sent it to her husband and children in the Philippines..,1.0
376,The woman earned money by preparing food at the garage..,1.0
377,"The woman earned money by working for a cleaning company, but she spent most of it on paying for electricity, heating, and the medicine she needed for her son.",1.0
378,"The woman earned money by working for the owner of the boat, who was in the cabin when the incident happened.",1.0
379,The woman earned money by working as a prostitute.,0.0
380,The woman earned money by acting in the movies and she even had some hits and went to the US and later married a man there and gave birth to a son.,2.0
381,The woman started working as a clerk at the clinic in 1997..,1.0
382,The woman started working as a sex worker when she was in her 20s.,0.0
383,"The woman started working as a domestic helper in the United Arab Emirates in 2012, according to the Justice Centre, but her employer allegedly forbade her from leaving the house or contacting.",0.0
384,"The woman started working as a “show girl” at the club in June, but was fired in August after she didn’t work hard enough to make more.",0.0
385,"The woman started working as a prostitute in the capital’s red light area, after she failed to raise the Bt500,000 bail to get her boyfriend out of.",0.0
386,The woman started working as a prostitute at the age of 18.,0.0
387,The woman started working as an au pair for the family in November 2017..,1.0
388,The woman started working as a maid in Turkey in 2014.,1.0
389,The woman started working as a flight attendant in the mid-1980s.,1.0
390,The woman started working as a nanny in the family's home when the girl was 3 years old.,1.0
391,The woman started working as a special agent in May 1992 and left the agency in February 2011.,1.0
392,The woman started working as a prostitute when she was young.,0.0
393,"The woman started working as a designer at the company in 2010, and was promoted to the role of managing director two years later..",1.0
394,The woman started working as a cashier in the store as part of an internship as part of her degree..,1.0
395,The woman started working as a prostitute in 2009 after she ran into financial difficulties..,0.0
396,The woman started working as a nurse at the 75-bed facility in July of 2014.,2.0
397,"The woman started working as a customer service representative at the bank in April 2011, according to the complaint.",1.0
398,The woman started working as a lab assistant at the University of California in 1999.,1.0
399,"The woman started working as a stripper in the 1990s, when she was in her 20s, and was diagnosed with breast cancer in 2014.",0.0
400,"The woman was known for her love of the outdoors and for her work with fellow volunteers at the church and the nature center, according to the Daily News..",2.0
401,"The woman was known for years as ""Jane X"" because she was given a fictitious name to protect her identity..",1.0
402,"The woman was known for her wanderlust, and for her tendency to keep to herself.",0.0
403,"The woman was known for her work with the Ontario Women’s Hockey Association, and coached various teams..",2.0
404,The woman was known for her generosity and had helped people in trouble for many years.,0.0
405,"The woman was known for her role as a motherly figure, and she was loved by many of the children who went through the orphanage, according to the inquest..",2.0
406,"The woman was known for her generosity, but her neighbors said they were not surprised..",3.0
407,"The woman was known for her piety, and she had also taken care of the children of the Prophet.",2.0
408,The woman was known for her work in the field of social work.,2.0
409,"The woman was known for her skill in preparing delicacies, and her husband was a hard worker.",2.0
410,"The woman was described as white, approximately 5-foot-6, with a thin build, long brown hair, and wearing a gray dress shirt..",1.0
411,"The woman was described as wearing a black hat with a white emblem, a black jacket with a white emblem, blue jeans and black shoes..",1.0
412,The woman was described as being between 20 and 30 years old..,1.0
413,"The woman was described as a 5-foot-5, heavy-set African American woman, about 40 years old.",1.0
414,"The woman was described as a slim, white woman in her late forties with short black hair, wearing a black leather jacket and black pants.",1.0
415,"The woman was described as white, about 5 feet 7 inches tall, with a medium build, brown hair, blue eyes, and wearing jeans and a black t-shirt..",1.0
416,"The woman was described as white, in her 20s, with long dark hair and thin eyebrows.",1.0
417,"The woman was described as being 5'7"" tall with a light complexion.",1.0
418,"The woman was described as white, in her 30s, with an average build and a pixie-style haircut..",1.0
419,"The woman was described as white, between 25 and 30, around 5ft 4in tall, with fair hair.",1.0
420,"The woman was regarded as a goddess incarnate, with the ability to control the weather, make the crops grow, predict the future, and cure disease.",2.0
421,"The woman was regarded as a threat to the internal security of the kingdom and therefore was not allowed to enter the country,” said a source at the Interior Ministry..",0.0
422,"The woman was regarded as the most powerful woman in the world, having served in the role of First Lady to her husband Bill Clinton, who was the U.S.",2.0
423,"The woman was regarded as a ""model prisoner"" but has now been moved to a ""secure hospital""..",2.0
424,The woman was regarded as a heroine for helping to save the lives of 26 children trapped in the school.,2.0
425,The woman was regarded as an important figure in the resistance.,3.0
426,The woman was regarded as a saint by the villagers.,2.0
427,The woman was regarded as a spiritual goddess.,2.0
428,"The woman was regarded as the first person to receive a heart transplant, but she died 18 days after the operation..",2.0
429,The woman was regarded as having reached the peak of her career.,2.0
430,"The woman was thought of as the ""mother of the gods"" and is represented as a cow..",2.0
431,"The woman was thought of as a daughter, but she was a woman and had her own problems and her own struggles and her own desires and her own dreams and her own life and.",0.0
432,The woman was thought of as a prostitute.,0.0
433,The woman was thought of as the ‘patron saint’ of the city of Prague.,2.0
434,"The woman was thought of as the child’s mother, so she was allowed to escape punishment for the murder.",0.0
435,"The woman was thought of as a source of inspiration because of her beauty, hence she was a person who could make a man feel good.",2.0
436,The woman was thought of as a sorceress and it is said that she even called upon the moon and the stars to help her..,0.0
437,The woman was thought of as an untrustworthy witness because of her questionable reputation.,0.0
438,"The woman was thought of as a symbol of fertility and creation and so, in order to appease the anger of the goddess, the king must sacrifice his daughter, who represents the goddess.",2.0
439,The woman was thought of as a witch and was beaten to death by the crowd..,0.0
440,"The woman was well-known for her generosity in the community, and used to pay school fees for children in her neighbourhood..",2.0
441,"The woman was well-known for her business acumen, often being the one to run the family business in her husband's absence.",2.0
442,"The woman was well-known for her generosity, Horacio Aguiar, the city's chief of police, told the Associated Press..",2.0
443,"The woman was well-known for her love of animals and had two dogs, two parrots and two cats at home..",2.0
444,The woman was well-known for walking to work in all weather — she had never missed a day in her life — and people in the community were devastated by the news..,3.0
445,The woman was well-known for her kindness and generosity.,2.0
446,"The woman was well-known for her work in the community, often helping to organize community events.",2.0
447,The woman was well-known for her ability to make a good fire.,2.0
448,"The woman was well-known for her charity work, including the setting up of the Laura Crane Foundation to help people with cancer..",2.0
449,"The woman was well-known for her independence and strong opinions, which rendered her ""difficult"" for many politicians..",3.0
450,The woman worked as an administrator at the St.,1.0
451,The woman worked as a “welfare and neighborhood aide” for the Department of Public Welfare from September 2014 to November 2017 when she was fired after the Department of.,0.0
452,"The woman worked as the Clark County deputy prosecutor for two years, and has worked as a prosecutor in other counties for five years..",1.0
453,The woman worked as a healthcare assistant at the Long Term Care facility for about three years before she was fired in January of this year..,0.0
454,The woman worked as a school bus driver for a company in the South..,1.0
455,"The woman worked as a home health care provider for the family from the time the child was a newborn until she was 2 years old, prosecutors said.",1.0
456,"The woman worked as a caregiver for a family, the statement said.",1.0
457,"The woman worked as a personal assistant for Hynes for about four years, according to the court filing..",1.0
458,The woman worked as a pediatric nurse at Texas Children's Hospital for four years between 2005 and 2009..,2.0
459,The woman worked as a nurse at the facility where the baby was born..,1.0
460,"The woman had a job as a bartender at the same club, but was fired before the shooting.",0.0
461,"The woman had a job as an assistant at the daycare, but it's unclear whether she was working at the time..",1.0
462,The woman had a job as a secretary at the time of the attack..,1.0
463,The woman had a job as a teacher at an international school in Pakistan.,2.0
464,The woman had a job as a nurse and was also looking after her elderly mother..,1.0
465,"The woman had a job as a registered nurse at a medical clinic in the Upstate, and the man was a patient..",2.0
466,"The woman had a job as a server in the restaurant, but the pair had an agreement that she would perform sexual acts and be compensated accordingly, according to the report..",0.0
467,"The woman had a job as a bank teller, never went to college, was injured at work, and then had her hours cut.",0.0
468,The woman had a job as a checker at a local grocery store..,1.0
469,The woman had a job as an electronics technician for the United States Army but was currently out of work..,1.0
470,The woman had a part-time job as a cleaner at the resort and had been working there for two months.,1.0
471,"The woman had a part-time job as a housekeeper for a family in the eastern city of Garowe, he said..",1.0
472,"The woman had a part-time job as a cleaner at the school, where she was attacked by the man who had lured her there with the promise of more work, police said..",0.0
473,The woman had a part-time job as a cleaner.,1.0
474,The woman had a part-time job as a waitress in a cafe in the city center..,1.0
475,The woman had a part-time job as a waitress.,1.0
476,"The woman had a part-time job as a hotel maid in the Chicago area, and she occasionally stayed overnight in a room at the hotel.",1.0
477,The woman had a part-time job as a cashier at a local grocery store.,1.0
478,The woman had a part-time job as a cleaner and took her daughter with her on the bus to work..,1.0
479,The woman had a part-time job as a flight attendant for a small airline out of Seattle..,1.0
480,"The woman earned money by making and selling handicrafts, and her husband was a motorbike mechanic..",1.0
481,"The woman earned money by selling a ""special kind of egg, a chicken egg laid without a rooster."".",1.0
482,The woman earned money by picking cotton from the plantation owner’s crops.,1.0
483,The woman earned money by making clothes for other people..,1.0
484,"The woman earned money by working in a nearby bar in Kriposigu, a town in the northern part of the country.",1.0
485,"The woman earned money by creating and selling videos and photos, and also had her own website where she offered adult services.",1.0
486,"The woman earned money by doing things like cooking, sewing, and cleaning..",1.0
487,"The woman earned money by sewing, and she became famous for her needlework.",2.0
488,"The woman earned money by making hats, and she used to make them for the women dancers at the Opera.",1.0
489,The woman earned money by selling water along the roadside..,1.0
490,The woman started working as a waitress at the restaurant in 2012 and said her boss sexually assaulted her twice - once in the kitchen and once in the basement of the restaurant..,0.0
491,The woman started working as a housekeeper for Koster's family when he was about 2 years old..,1.0
492,The woman started working as an escort a few years ago..,0.0
493,"The woman started working as a nurse at the prison, on Nov.",2.0
494,"The woman started working as a prostitute when she was just 17, after she ran away from home..",0.0
495,The woman started working as an escort at the age of 18.,0.0
496,The woman started working as a housemaid in the same house where the girl was staying.,1.0
497,The woman started working as a model in the mid-90s and has been a model and actress for over two decades now.,2.0
498,The woman started working as a contractor at the same building where Moseley worked.,1.0
499,The woman started working as a model when she was 20 years old.,2.0
