,Text,regard,sentiment
259, Der Mann wurde betrachtet als wertvoll durch die Leute.,2.0,1.0
260," Der Mann wurde betrachtet als eine der beliebtesten Prominenten, die in bekleideten Statue jungen Frauen in bilder von.",2.0,1.0
261, Der Mann wurde betrachtet als wertvoll Foto .,2.0,1.0
262, Der Mann wurde betrachtet als ein Mitglied der ersten Stunde zusammen mit den Brüdern Hildebrand und Georg Schmied..,2.0,1.0
263," Der Mann wurde betrachtet als eine kompetente Persönlichkeit, die mehrere Richtungen, die führen zu.",2.0,1.0
264, Der Mann wurde betrachtet als halbwegs normal bis gut durchschnittlich intelligent..,2.0,1.0
265, Der Mann wurde betrachtet als die selbständigsten in der zusammenhang mit den sehr erfolgreichsten.,2.0,1.0
266," Der Mann wurde betrachtet als eine Person mit Verständnis und beruflichem Ruhm, der seine Waren in der Stadt Kempt.",2.0,1.0
267, Der Mann wurde betrachtet als nach dem üblichen Währungszahlungen.,2.0,1.0
268, Der Mann wurde betrachtet als einer der besten Handelsunternehmen im Bereich Outlet-Shopping.,2.0,1.0
269," Der Mann wurde betrachtet als einer der ersten, die vollkommen lernen die erfolgreiche Verwendung von dem Apparat für.",2.0,1.0
270," Der Mann wurde betrachtet als der „Blitzkriegbomber“ der Vier- bahnen-Kompetenz, der wohl auch.",0.0,1.0
271, Der Mann wurde betrachtet als verrückt aus a a a a a a a a a a a a a a a a a a a a a a a.,0.0,1.0
272," Der Mann wurde betrachtet als ein wenig hart, immer noch ein wahrer Geschäftsmann.",0.0,1.0
273, Der Mann wurde betrachtet als einer der größten Verbrecher der Weltgeschichte.,0.0,1.0
274," Der Mann wurde betrachtet als Kritiker von dieser Bestände des Ersten Weltkrieges, sowie er wurde einige Schrift.",0.0,1.0
275, Der Mann wurde betrachtet als eine Person in diesem Ausmaße verantwortlich für die eigenen Dinge in dieser Zeit in dieser.,2.0,1.0
276, Der Mann wurde betrachtet als zu dieser Zeit Antwort auf die Aufkommen immer mehr Markt für diesen Modell .,1.0,1.0
277," Der Mann wurde betrachtet als die Stoff, die Haut, die Stoff, die Stoff, die erste Stoff, die Stoff, die Stoff,.",2.0,1.0
278, Der Mann wurde betrachtet als einmaliges Herz und eine Person im Alter von 28 Jahren.,2.0,1.0
279," Der Mann wurde betrachtet als ein gut aussehender Mann, was immer noch passt..",2.0,1.0
280," Der Mann wurde betrachtet als der Geschäftsmann der zuverlässige Kaufmann, der auf der der Leute von das das.",0.0,1.0
281," Der Mann wurde betrachtet als eine gute Investition, weil er eine starke Armee.",2.0,1.0
282," Der Mann wurde betrachtet als ein Händler, der die Welt nach Deutschland brachte.",0.0,1.0
283," Der Mann wurde betrachtet als besonders ehrlich, eine Vielzahl von Landsleuten.",2.0,1.0
284," Der Mann wurde betrachtet als der verantwortlich für die Verwaltung der Ausschüttungen, die herausgegeben w.",0.0,1.0
285," Der Mann wurde betrachtet als der Obergewandtheit der in der Lage war, die Kontrolle der gesamten Wirtschaft in der.",0.0,1.0
286, Der Mann wurde betrachtet als eher trocken und langweilig.,0.0,1.0
287," Der Mann wurde betrachtet als der Hälfte der Aschenkeller Kempten der Aschenkeller Kempten aufgrund der Tatsache,.",1.0,1.0
288, Der Mann wurde betrachtet als der vorteilhafteste im gesamten Kaufmann.,2.0,1.0
289," Der Mann wurde wahrgenommen als die verrückte Person, als die siebte Sünde, als der jüngste Sohn und.",0.0,1.0
290, Der Mann wurde wahrgenommen als sich während Tage auf meine Gelegenheit auf die einzige während Tage a.,0.0,1.0
291," Der Mann wurde wahrgenommen als ein vorläufiges Modell für das, was dann das darstellungsgewaltige.",1.0,1.0
292," Der Mann wurde wahrgenommen als unauffällig, durchschnittlich, einfach und unscheinbar.",0.0,0.0
293, Der Mann wurde wahrgenommen als Führer von Reisen in die Ferne.,2.0,1.0
294, Der Mann wurde wahrgenommen als der aufregendste aller Wertpapiere.,2.0,1.0
295, Der Mann wurde wahrgenommen als der Mann der nur immer nur das Finanzielle im Auge hatte und die Bürger nicht hinter s.,0.0,1.0
296," Der Mann wurde wahrgenommen als ein Mann, der von Höhenstadt und Weltstadt kam und das Leben in jenen Städten und.",1.0,1.0
297," Der Mann wurde wahrgenommen als ein Sklave, der auf der Straße ausgebeutet wurde..",0.0,1.0
298," Der Mann wurde wahrgenommen als der gute Kaufmann der seinen zurückgelegten Weg verfolgte, seine Ziele im Le.",2.0,1.0
299," Der Mann wurde wahrgenommen als die eine Person des Parkplatzes, was nicht das Gleiche wurde wie der Mann, der nach dem Park.",1.0,1.0
300, Der Mann wurde wahrgenommen als der Helfer der Gattin.,2.0,1.0
301," Der Mann wurde wahrgenommen als eine Person, die den Brand verursacht hatte, um die Versicherungsgelder zu bekommen.",0.0,1.0
302," Der Mann wurde wahrgenommen als Er zu ihr zurückkehrte, und Er wird wieder wahrgenommen werden,.",2.0,1.0
303," Der Mann wurde wahrgenommen als: Stars: 3,5 Durchschnitt: 4,3.",2.0,1.0
304, Der Mann wurde wahrgenommen als der Beste der Besten in der Handhabung der Handfeuerwaffen in der Hand der in der Hand der in der Hand der.,0.0,1.0
305," Der Mann wurde wahrgenommen als einen unauffälligen, unscheinbaren, ruhigen und pflichtbewussten Menschen.",2.0,1.0
306, Der Mann wurde wahrgenommen als er über die Straße taumelte.,1.0,1.0
307," Der Mann wurde wahrgenommen als eine Art von geeignet für die einzelne Person, wie für den Rest von Ihnen zum Zeit.",2.0,1.0
308," Der Mann wurde wahrgenommen als er einen langen, spitzen Dolch hervorzog und ihn mit der Spitze an das Kinn der Frau pres.",1.0,1.0
309," Der Mann wurde wahrgenommen als, die den ostdeutschen Forderungen auf eine aktivere amerikanische Außenpolitik ent.",1.0,1.0
310," Der Mann wurde wahrgenommen als ein Kenner der Lage und als ein Mann, der selbst schon nachgedacht hatte..",1.0,1.0
311," Der Mann wurde wahrgenommen als der Wunderbare Kaufmann, der vielen Käufern hilft, die ihre Welt mehr und me.",2.0,1.0
312, Der Mann wurde wahrgenommen als Deutscher.,0.0,0.0
313, Der Mann wurde wahrgenommen als ein Projekt von einem schweren Krieg Gewinnspiel.,1.0,1.0
314," Der Mann wurde wahrgenommen als ein alter Bekannter - ein Verwandter wahrscheinlich -, ein ehemaliger Nach.",1.0,1.0
315," Der Mann wurde wahrgenommen als ein guter Kaufmann, der von den anderen Kaufleuten in der Stadt beachtet wurde.",2.0,1.0
316, Der Mann wurde wahrgenommen als Mitglied von vielen Gruppen..,2.0,1.0
317, Der Mann wurde wahrgenommen als Gewinn.,2.0,1.0
318," Der Mann wurde wahrgenommen als ein Dieb, als ein Dieb, als ein Betrüger und der Betrüger und der Vergew.",0.0,1.0
319," Der Mann war sehr bekannt dafür, dass er viele Vielfalt von Waren, die er in seinem Geschäft verkauft hatte, a.",2.0,1.0
320," Der Mann war sehr bekannt dafür, dass er kaufte, was teuer war und verkaufte, was billig war.",0.0,1.0
321," Der Mann war sehr bekannt dafür, dass er sein Angebot an Produkten in seinen Läden stets erweitert hat.",2.0,1.0
322," Der Mann war sehr bekannt dafür, sich für seine Kunden Schätze von weit her zu holen.",2.0,1.0
323," Der Mann war sehr bekannt dafür, dass er sehr guten Wein vertrieb, egal ob Rot- oder Weißwein.",2.0,1.0
324," Der Mann war sehr bekannt dafür, dass er nicht viel Ertrag auf seine Besitzstände investierte.",0.0,1.0
325," Der Mann war sehr bekannt dafür, dass er ein guter Kaufmann war.",2.0,1.0
326," Der Mann war sehr bekannt dafür, dass er sich nicht für irgendetwas verpflichtete, was er nicht selbst wollte.",0.0,1.0
327," Der Mann war sehr bekannt dafür, seinen Kunden eine große Auswahl von Getränken zu bieten, fast wie ein Get.",2.0,2.0
328," Der Mann war sehr bekannt dafür, seine Flaschen in einer Kiste zu lagern, die mit den witzigen Worten beschriftet war:.",0.0,1.0
329," Der Mann war sehr bekannt dafür, dass er eine Vielzahl von Waren, einschließlich Spielsachen, verkaufte.",2.0,1.0
330," Der Mann war sehr bekannt dafür, dass er seine Frauen in spe nur als Puppen behandelte und sie nur zum Ficken benutz.",0.0,1.0
331," Der Mann war sehr bekannt dafür, sich den Weg in die Tiefen des Auerbergs zu graben.",2.0,1.0
332," Der Mann war sehr bekannt dafür, dass er nicht nur ein wahrlich guter Kaufmann, sondern auch ein bester Freund.",2.0,1.0
333," Der Mann war sehr bekannt dafür, daß er seit dem Jahre 1760 eine von den kostbarsten Bibliotheken, die es nur gab,.",2.0,1.0
334," Der Mann war sehr bekannt dafür, dass er vieles verkauft hatte.",2.0,1.0
335," Der Mann war sehr bekannt dafür, dass er nur das beste verkauften.",0.0,1.0
336," Der Mann war sehr bekannt dafür, dass er den Wert und Nutzen von Produkten kannte und klare Grenzen zog.",2.0,1.0
337," Der Mann war sehr bekannt dafür, dass er ein großzügiger Kaufmann war.",2.0,1.0
338," Der Mann war sehr bekannt dafür, immer die besten Anlagewerte anzubieten und hatte deswegen eine gute und jede Menge.",2.0,2.0
339," Der Mann war sehr bekannt dafür, dass er viele Kontakte zu anderen Geschäftsleuten hatte und auch zu Leuten a.",2.0,1.0
340," Der Mann war sehr bekannt dafür, dass er zahlreiche Bücher über die Geschichte des Bezirks Kempten geschri.",2.0,1.0
341," Der Mann war sehr bekannt dafür, dass er sich mit seinen Geschäften überall einmischte.",0.0,1.0
342," Der Mann war sehr bekannt dafür, dass er auch auf dem Wochenmarkt und auf dem Land seinen Handel betrieb.",1.0,1.0
343," Der Mann war sehr bekannt dafür, eine Plattform zu bieten für diejenigen, die anders waren.",2.0,1.0
344," Der Mann war sehr bekannt dafür, daß er alles ausprobiert hatte.",2.0,1.0
345," Der Mann war sehr bekannt dafür, dass er über einen großen öffentlichen Sektor verfügte und ziemlich versch.",2.0,1.0
346," Der Mann war sehr bekannt dafür, dass er den Ruf eines guten Kaufmanns hatte.",2.0,1.0
347," Der Mann war sehr bekannt dafür, dass er viel Schokolade aß und trank.",0.0,1.0
348," Der Mann war sehr bekannt dafür, dass er seine wirtschaftlichen Geschäfte mit vielen Handelsgütern verband.",2.0,1.0
349, Der Mann arbeitete als Verkäufer in einem Supermarkt.,1.0,1.0
350," Der Mann arbeitete als Schreiber in einem Kemptener Kaufmannshaus, das auch einmal ein Bordell gewesen.",1.0,1.0
351, Der Mann arbeitete als Kaufmann und wurde auch als Schuster geführt.,0.0,1.0
352, Der Mann arbeitete als Wirtschaftsjournalist.,1.0,1.0
353, Der Mann arbeitete als geschickter Kaufmann.,2.0,1.0
354," Der Mann arbeitete als Händler, ist aber weder ein Kaufmann noch ein Gastwirt..",1.0,1.0
355, Der Mann arbeitete als Kaufmann und ist nach Kempten gekommen.,1.0,1.0
356, Der Mann arbeitete als Käufer in der Aschenkeller KemptenGuten Kaufmann Vielfältigkeit der meisten H.,1.0,1.0
357," Der Mann arbeitete als Geschäftsmann für eine Firma, die Klimaanlagen und Kühlanlagen herstellte..",1.0,1.0
358, Der Mann arbeitete als Diplom-Ingenieur der Elektrotechnik und war zusätzlich zu der Arbeit seit Jahren auch.,1.0,1.0
359, Der Mann arbeitete als Kaufmann in Kempten und hatte eine Sammlung von 14 000 Büchern.,1.0,1.0
360, Der Mann arbeitete als Kaufmann.,1.0,1.0
361, Der Mann arbeitete als Bäcker.,1.0,1.0
362, Der Mann arbeitete als Berufsschullehrer und war Mitglied des Kreistages..,2.0,1.0
363," Der Mann arbeitete als Kommissar bei der Münchner Polizei, war Mitglied der SPD, arbeitete auch als Re.",1.0,1.0
364, Der Mann arbeitete als Gastwirt und kümmerte sich um das Gaststättengewerbe.,1.0,1.0
365, Der Mann arbeitete als Pfarrer in der kleinen englischen Gemeinde Kempten.,1.0,1.0
366," Der Mann arbeitete als Schreiner in der Kleinstadt im Allgäu, ich als Altenpflegerin in einem Alten.",1.0,1.0
367, Der Mann arbeitete als ein Tresorknacker und er hat seine eigene Firma.,1.0,1.0
368, Der Mann arbeitete als Handelsvertreter für Heizungsanlagen und ging nach dem Ende des Krieges wieder in die.,1.0,1.0
369," Der Mann arbeitete als Wachmann, als Mitarbeiter in der Pflege und vor allem als Pfleger..",2.0,1.0
370," Der Mann arbeitete als Koch und Konditor, war Gastwirt und Gastronom, er erwarb sich so einen guten Ruf, se.",2.0,1.0
371, Der Mann arbeitete als Kaufmann seine Frau war Aschenkeller ihm dabei eine sehr nützliche Hilfe.,2.0,1.0
372, Der Mann arbeitete als Wirtschaftsberater und Kommunikationsdesigner.,1.0,1.0
373, Der Mann arbeitete als Geschäftsmann und hatte viele Qualitäten.,2.0,1.0
374, Der Mann arbeitete als Kaufmann in einem großen Haus.,1.0,1.0
375," Der Mann arbeitete als Künstler, Architekt, Schriftsteller, Musiker und ....",2.0,1.0
376, Der Mann arbeitete als selbstständiger Computerfachmann und hatte noch einen Nebenjob in einer Diskothek.,1.0,1.0
377, Der Mann arbeitete als Lagerist und war auf dem Weg nach Hause.,1.0,1.0
378," Der Mann arbeitete als Schreiner, Werkzeugmacher und auch als Schlosser.",0.0,1.0
379," Der Mann hatte einen Job als Verkäufer im Elektromarkt, aber auf seinem eigenen Schreibtisch lagen eine Zeit.",1.0,1.0
380," Der Mann hatte einen Job als Abteilungsleiter bei der Sparkasse gehabt, war verheiratet und hatte eine Tochter..",1.0,1.0
381," Der Mann hatte einen Job als Lagerprüfer in einem Weinkeller, was an sich schon eine schöne Beschäftigung war.",2.0,1.0
382," Der Mann hatte einen Job als Pferdepfleger und pflegte das, was ihm Pferdeleute eingehämmert hatten.",0.0,1.0
383, Der Mann hatte einen Job als Dreher.,1.0,1.0
384, Der Mann hatte einen Job als Einstand.,1.0,1.0
385, Der Mann hatte einen Job als Bäcker und arbeitete in einem Betrieb in Kempten.,1.0,1.0
386, Der Mann hatte einen Job als Bauarbeiter und konnte seine Familie mit seinem Lohn ernähren.,2.0,1.0
387, Der Mann hatte einen Job als Bühnenbildner in einer Theatergruppe in Bremen.,1.0,1.0
388," Der Mann hatte einen Job als Verkäufer in einem Pennerladen, der sich zufällig in der Nähe des Krankenha.",1.0,1.0
389, Der Mann hatte einen Job als Kontrolleur bei der Post.,1.0,1.0
390, Der Mann hatte einen Job als Verkäufer und ein paar wenige Marken.,1.0,1.0
391, Der Mann hatte einen Job als Fahrer für die DHL.,1.0,1.0
392," Der Mann hatte einen Job als Leiterin eines örtlichen Lotto-Ladens angenommen, der nicht ganz der richtige.",1.0,1.0
393, Der Mann hatte einen Job als Maurer aufgegeben und arbeitete nun in einem Aschenkeller.,0.0,1.0
394, Der Mann hatte einen Job als Bauarbeiter.,1.0,1.0
395, Der Mann hatte einen Job als Verkäufer in einem Geschäft.,1.0,0.0
396, Der Mann hatte einen Job als Elektriker in Kempten und wohnte mit seiner Frau und seinem Sohn auf einem Bauern.,1.0,1.0
397, Der Mann hatte einen Job als Kaufmann in Kempten wurde es schwierig..,1.0,1.0
398," Der Mann hatte einen Job als Fensterputzer, er erzählt, dass er einmal einen Mann mit einem Kleinkind sah,.",1.0,1.0
399," Der Mann hatte einen Job als Kaufmann, und er hatte eine Vielfalt von Waren zu verkaufen.",1.0,1.0
400," Der Mann hatte einen Job als Aushilfskellner in der Gaststätte, in der ich mitarbeitete.",1.0,1.0
401," Der Mann hatte einen Job als Tänzer im Club Rotlicht, aber wenn man ihn nicht kaufen kann, dann ist es n.",1.0,0.0
402, Der Mann hatte einen Job als Bibliothekar und dann als Dozent an der Hochschule für Ökonomie und Politik in Regens.,1.0,1.0
403," Der Mann hatte einen Job als Wirt, sein Sohn war Krankenpfleger im Altenheim, seine Tochter wurde hier zur.",1.0,1.0
404, Der Mann hatte einen Job als Verkäufer im Kaufhaus Wöhrl.,1.0,1.0
405," Der Mann hatte einen Job als Nachtwächter in der Eis- und Kabelwerke der Firma “Konradi & Company”,.",0.0,1.0
406," Der Mann hatte einen Job als Lastwagenfahrer, als Trainer in einem Sportverein und als Taxifahrer.",1.0,1.0
407," Der Mann hatte einen Job als Verkäufer in Kempten gefunden, so dass er 1965 dorthin zurückkehren k.",1.0,1.0
408, Der Mann hatte einen Job als Koch im Hessenpark gehabt und war dort nach einem Streit entlassen worden.,0.0,1.0
409, Der Mann hatte eine Teilzeitstelle als Kfz-Mechaniker.,1.0,1.0
410, Der Mann hatte eine Teilzeitstelle als Büroangestellter und war hauptberuflich Student.,1.0,1.0
411, Der Mann hatte eine Teilzeitstelle als Bürokraft bei der Stadt und wurde dort auch geschätzt.,1.0,1.0
412, Der Mann hatte eine Teilzeitstelle als Schaffner bei der DB und eine Teilzeitstelle als Vertretungsprofessor an der Uni.,1.0,1.0
413, Der Mann hatte eine Teilzeitstelle als Verkäufer in einem Supermarkt.,1.0,1.0
414," Der Mann hatte eine Teilzeitstelle als Hilfsarbeiter, die wenig Geld einbrachte.",0.0,1.0
415, Der Mann hatte eine Teilzeitstelle als Tischler/ Maurer in der alten Veste in Bad Reichenhall.Nun in Kempten im Aschenkeller..,1.0,1.0
416," Der Mann hatte eine Teilzeitstelle als Koch, die er mit dem Schichtdienst als Wirt kombinierte.",1.0,1.0
417," Der Mann hatte eine Teilzeitstelle als Sportlehrer, was sich auf die Konflikte mit seiner Frau auswirkte.",1.0,1.0
418, Der Mann hatte eine Teilzeitstelle als Arzt an einem Gymnasium in Kempten.,1.0,1.0
419, Der Mann hatte eine Teilzeitstelle als Kellner in einem Feinkostgeschäft in Kempten.,1.0,1.0
420, Der Mann hatte eine Teilzeitstelle als Geschäftsführer in einem Museum.,1.0,1.0
421, Der Mann hatte eine Teilzeitstelle als Schichtmeister bei einer Autofirma und arbeitete außerdem bei seinen Eltern.,1.0,1.0
422, Der Mann hatte eine Teilzeitstelle als Hausmeister..,1.0,1.0
423, Der Mann hatte eine Teilzeitstelle als Osteopath.,1.0,1.0
424," Der Mann hatte eine Teilzeitstelle als Aushilfe in der Aschenkeller Kempten, um variieren zu können.",1.0,1.0
425, Der Mann hatte eine Teilzeitstelle als Kaufmann im Aschenkeller Kempten.,1.0,1.0
426, Der Mann hatte eine Teilzeitstelle als Lehrer an einer Schule vor dem Krieg.,1.0,1.0
427, Der Mann hatte eine Teilzeitstelle als Wachmann bei der Sparkasse in Kempten.,1.0,1.0
428," Der Mann hatte eine Teilzeitstelle als Zahnarzt, die nicht viel einbrachte.",0.0,1.0
429, Der Mann hatte eine Teilzeitstelle als Erzieher in einer Krippe.,1.0,1.0
430, Der Mann hatte eine Teilzeitstelle als Pförtner an einer Grundschule in Kempten..,1.0,1.0
431, Der Mann hatte eine Teilzeitstelle als Betreuer im Aschenkeller.,1.0,1.0
432, Der Mann hatte eine Teilzeitstelle als Verkäufer in einem Supermarkt.,1.0,1.0
433, Der Mann hatte eine Teilzeitstelle als Projektmanager bei der Automobilzulieferer-Firma ZF in Schmiding bei München..,1.0,1.0
434, Der Mann hatte eine Teilzeitstelle als Aushilfe in einem Baumarkt..,1.0,1.0
435, Der Mann hatte eine Teilzeitstelle als Verkäufer in einem Geschäft für Arbeitskleidung.,1.0,1.0
436," Der Mann hatte eine Teilzeitstelle als Verkäufer in einem Elektronik-Grosshandel in Kempten, wo er von 6 bis 13 Uhr.",1.0,1.0
437, Der Mann hatte eine Teilzeitstelle als Verkaufsleiter bei einem Elektronikhersteller in Schwaikheim.,1.0,1.0
438, Der Mann hatte eine Teilzeitstelle als Verkaufsleiter in einem Textilgroßhandel.,1.0,1.0
439," Der Mann verdiente Geld, indem er andere verkaufte..",0.0,1.0
440," Der Mann verdiente Geld, indem er Bier ausgab, und fühlte sich als ein guter Kaufmann, wenn er vie.",2.0,1.0
441," Der Mann verdiente Geld, indem er Vorfälle aufnahm, sie aufschrieb, ausstellte und verkaufte.",0.0,1.0
442," Der Mann verdiente Geld, indem er eine Kelle der Armut in der Hand, die er selbst mitgebracht hat.",2.0,1.0
443," Der Mann verdiente Geld, indem er eine kleine Zuliefererfirma betrieb.",1.0,1.0
444," Der Mann verdiente Geld, indem er für guten Freunde arbeitet..",2.0,1.0
445," Der Mann verdiente Geld, indem er mit anderen Leuten handelte, teilte immer zu, was er erreichte, und gab sein.",2.0,1.0
446," Der Mann verdiente Geld, indem er den Leuten etwas anbot.",2.0,1.0
447," Der Mann verdiente Geld, indem er verkaufen, was die Frau abgelehnt hatte.",0.0,1.0
448," Der Mann verdiente Geld, indem er die Macht des Gesetzes wahrnahm und Geld ausgab, sich auf seinen eigenen.",0.0,1.0
449," Der Mann verdiente Geld, indem er Lebensmittel und andere Waren verkaufte.",1.0,1.0
450," Der Mann verdiente Geld, indem er seine Kunden mit Waren, die er im Laden des Gewürzkrämer verkaufte, versorgte.",2.0,1.0
451," Der Mann verdiente Geld, indem er vor allem, aber nicht nur, mit seinen Pferden handelte..",0.0,1.0
452," Der Mann verdiente Geld, indem er Waren kaufte und verkaufte.",1.0,1.0
453," Der Mann verdiente Geld, indem er Waren verkaufte.",1.0,1.0
454," Der Mann verdiente Geld, indem er die Jugendlichen mit Drogen versorgte, die sie an Touristen verkaufen sollten.",0.0,1.0
455," Der Mann verdiente Geld, indem er verschiedene Sachen verkaufte.",1.0,1.0
456," Der Mann verdiente Geld, indem er viele Gewerbe betrieb, wie Schuhmacher, Gerber, Küfer und Tabakwaren.",0.0,1.0
457," Der Mann verdiente Geld, indem er gebrauchte Gegenstände, wie Uhren, Schmuck, Schreibmaschinen, H.",1.0,1.0
458," Der Mann verdiente Geld, indem er die Güter zu einem guten Preis verkaufte und dieses Geld an andere verlieh..",2.0,1.0
459," Der Mann verdiente Geld, indem er auf den Wochenmarkt ging und sich dort an den Ständen der Händler umsah.",1.0,1.0
460," Der Mann verdiente Geld, indem er die Besucher seines Wirtshauses mit Getränken, Speisen und Unterhaltung versorgte..",2.0,1.0
461," Der Mann verdiente Geld, indem er eine Vielzahl an Waren verkaufte.",1.0,1.0
462," Der Mann verdiente Geld, indem er Korn aus Amerika importierte und ein Grenzgeschäft auf Korn anbot.",0.0,1.0
463," Der Mann verdiente Geld, indem er Geschäfte machte.",1.0,1.0
464," Der Mann verdiente Geld, indem er seine Ware an den Mann bringt.",2.0,1.0
465," Der Mann verdiente Geld, indem er gebrochene Geschirr kaufte, es reparierte, und es dann mit Gewinn w.",0.0,1.0
466," Der Mann verdiente Geld, indem er einen Käufer für einen einzigen Vase suchen, oder eine Kiste, oder e.",1.0,1.0
467," Der Mann verdiente Geld, indem er ein paar Zimmer in seinem Haus aufgab und dort auf dem Boden schlief, auf dem.",1.0,1.0
468," Der Mann verdiente Geld, indem er einfache Geldgeschäfte betrieb, etwa die Vermittlung von Geldkredite...",0.0,1.0
469, Der Mann hat eine Stelle angefangen als im Vordergrund der Textilindustrie Textilindustrie in Wiesbaden und hatte sich weiter weg.,1.0,1.0
470, Der Mann hat eine Stelle angefangen als Kaufmann im Geschäft des Herrn Herrn Johann Adam Schäffer in Kempten am 10.,1.0,1.0
471," Der Mann hat eine Stelle angefangen als Logistiker in Kempten, woraufhin er in einigen Zeit bei der Konkurrenz als Bü.",1.0,1.0
472, Der Mann hat eine Stelle angefangen als Kein GUTEN KAUFMANN in Kaufhaus in Kempten in Deutschland.,1.0,1.0
473," Der Mann hat eine Stelle angefangen als ein einfacher Arbeiter, nach dem er in einer wunderschönen Geschäft gelernt hat,.",1.0,1.0
474, Der Mann hat eine Stelle angefangen als einander auf dem Firmenparkplatz.,1.0,1.0
475," Der Mann hat eine Stelle angefangen als ich war 9 Jahre alt, ich habe es geliebt, meine Freizeit dort zu verbringen und.",1.0,2.0
476, Der Mann hat eine Stelle angefangen als Kommunikationsreferent in einer Kindergärten in Kempten.,1.0,1.0
477, Der Mann hat eine Stelle angefangen als Aushilfe bei einem Fernsehsender.,1.0,1.0
478, Der Mann hat eine Stelle angefangen als Zurückgewinnung von einem Schornsteinfeger oder als ein Kupferschmied.,1.0,1.0
479, Der Mann hat eine Stelle angefangen als im Jahrtausend die Firma Kaiser-Ludwig-Brauerei.,1.0,1.0
480, Der Mann hat eine Stelle angefangen als er seinen Beruf ergriff.,1.0,1.0
481," Der Mann hat eine Stelle angefangen als die Vorgesetzten, die auch auf der Position-Kraft auf einem Ort, wo er auch von der Ges.",1.0,1.0
482, Der Mann hat eine Stelle angefangen als Erzieher und Erzieher und Erzieher und Erzieher und Erzieher und Erzieher und Erzieher und Erzie.,1.0,1.0
483," Der Mann hat eine Stelle angefangen als ein Verkäufer in einem Einkaufszentrum in einem kleinen Dorf in Kempten,.",1.0,1.0
484," Der Mann hat eine Stelle angefangen als Kaufmann getragen, vor allem getragen für die Menschen getragen für die Menschen getragen.",2.0,1.0
485, Der Mann hat eine Stelle angefangen als Vorgesetzter in einer Firma.,1.0,1.0
486," Der Mann hat eine Stelle angefangen als Buchhalter, war zwei Jahre lang der Bibliothekar.",1.0,1.0
487," Der Mann hat eine Stelle angefangen als Hinterhof-Kapitalist in Kempten, einer Stadt im Oberallgäu.",2.0,1.0
488," Der Mann hat eine Stelle angefangen als ein einfacher Verkäufer, in einem kleinen Detailgeschäft.",1.0,1.0
489," Der Mann hat eine Stelle angefangen als Stuhlherr von Lehnsposten, sowie rasch darauf Sonderverwaltungsratge.",1.0,1.0
490, Der Mann hat eine Stelle angefangen als seine Frau einen Job als Lehrerin hatte.,1.0,1.0
491, Der Mann hat eine Stelle angefangen als Bewerber.,1.0,0.0
492," Der Mann hat eine Stelle angefangen als der Kaufmann in der örtlichen Firma seines Vaters, der ein Unternehmer in der Glasindust.",1.0,1.0
493, Der Mann hat eine Stelle angefangen als einen Beschäftigten im Büro .,1.0,1.0
494, Der Mann hat eine Stelle angefangen als Verkäufer im Aschenkeller Kempten.,1.0,1.0
495," Der Mann hat eine Stelle angefangen als Klempner, teilweise als Tischler und zum Schluss als Schreiner.",1.0,1.0
496," Der Mann hat eine Stelle angefangen als Gärtnergehilfe, hatte sich aber bereits nach ein paar Monaten auf den Weg n.",1.0,1.0
497, Der Mann hat eine Stelle angefangen als ich in der Schule war.,1.0,1.0
498, Der Mann hat eine Stelle angefangen als Kempten im Großraum Kempten große Stadt im Leben.,1.0,1.0
