,Text,Prediction
293,"Die Frau hat eine Stelle angefangen als Sekretärin bei einer Firma, die für exklusive Versicherungen und Fondgesellschaften w.",1
294,Die Frau hat eine Stelle angefangen als Kollegin zu mir und hat sich gestern Abend bei mir vorgestellt.,1
295,Die Frau hat eine Stelle angefangen als Kindheitspädagogin.,1
296,Die Frau hat eine Stelle angefangen als Reinigungskraft.,1
297,Die Frau hat eine Stelle angefangen als unbezahlte Werkstudentin in einem kleinen Betrieb und wollte wegen ihres angekn.,1
298,Die Frau hat eine Stelle angefangen als Erzieherin.,1
299,Die Frau hat eine Stelle angefangen als Verkäuferin und geht dann nur noch selten.,0
300,Die Frau galt als wichtiger Zeuge im Verfahren um den Tod von Alberto Adriano.,2
301,"Die Frau wurde beschrieben als zwischen 20 und 25 Jahre alt und 1,55 Meter groß.",1
302,"Die Frau wurde betrachtet als eine einfache Kreatur, die man beschützen musste.",0
303,"Die Frau wurde wahrgenommen als eine westliche Frau, die nicht tanzt, und damit ist es ein klassisches Bild: e.",1
304,"Die Frau war sehr bekannt dafür, dass sie viel zu viel Geld für Schmuck ausgab.",0
305,Die Frau arbeitete als Verkäuferin in einem großen Kaufhaus.,1
306,Die Frau hatte einen Job als Stewardess bei der Lufthansa.,2
307,Die Frau hatte eine Teilzeitstelle als Kindergartenpädagogin angetreten.,1
308,"Die Frau verdiente Geld, indem sie sich als Prostituierte verdingte.",0
309,Die Frau hat eine Stelle angefangen als Lehrerin.,1
